G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.1692114	0.1922726	0.6246968	0.3590207	0.6623783	0.0387224	0.7025055	0.4800963	0.0132122	0.4200360	0.0195424	0.5011950	0.0395867	0.0067267	0.0036307	0.1033115	0.4443428	0.4142004	0.0534134	0.0023034	0.0460510	0.1413642	0.1556724	0.1608254	0.1402789	0.6190852	0.5363241	0.5188477	0.1820406	0.3942580	0.1341047	0.0124393	0.2405775	0.1445739	0.6541566	0.6652380	0.5789594	0.0836911	0.1035790	0.7058090	0.0305234	0.6725980	0.6858544	0.2605021	0.0000000	0.6040910	0.6053156	0.6404767	0.5180155	0.2027732	0.5891381	0.5545735	0.4422103	0.2913804	0.5977427	0.3932770	0.2632371	0.2232206	0.0684708	0.2343604	0.0094636	0.2818674	0.5498292	0.4042160	0.5958761	0.3403429	0.3201895	0.5298962	0.5736856	0.0386937	0.2060860	0.0172929	0.0455427	0.0919397	0.3456985	0.7415674	0.0180920	0.1399330	0.1548320	0.0188630	0.5251005	0.1324948	0.6435596	0.2537513	0.6100127	0.2197105	0.1427242	0.0963636	0.0576459	0.6698323	0.6384727	0.5061648	0.7568706	0.5255919	0.5219247	0.6767035	0.3045863	0.6719926	0.5816903	0.7251038
0.3656165	0.4269901	0.6770815	0.5559946	0.6672856	0.0285917	0.7878203	0.7009687	0.0380225	0.6484887	0.0322909	0.4074367	0.0321243	0.0213913	0.0232794	0.0230260	0.2990509	0.0620772	0.0677095	0.0009428	0.0392444	0.4089960	0.5440531	0.8071328	0.4259882	0.6895718	0.4847301	0.3618171	0.5605307	0.6311743	0.2100508	0.0220232	0.2699816	0.1341881	0.6313184	0.7322509	0.0010072	0.0546694	0.0672136	0.6876223	0.0525772	0.6495601	0.6222385	0.7700888	0.5880281	0.0000000	0.0093595	0.0200086	0.1298736	0.2582346	0.8516010	0.0556247	0.0202236	0.3956659	0.1727173	0.8120812	0.6489615	0.4784382	0.0227852	0.1217961	0.0003991	0.5817387	0.7597892	0.5132943	0.5775530	0.5051401	0.2846934	0.7007048	0.0990405	0.6578095	0.5671037	0.7786126	0.6102460	0.6607324	0.6617670	0.0377911	0.4880409	0.1205044	0.1618377	0.0320551	0.5539876	0.0591112	0.6753561	0.2236607	0.6527986	0.1882927	0.1297553	0.0888864	0.6719159	0.6368454	0.6670408	0.5023435	0.7974088	0.5994083	0.4812044	0.7799231	0.3997991	0.6140179	0.6156452	0.8128151
0.1651668	0.2273475	0.7198150	0.3475184	0.8115276	0.0285011	0.6345424	0.5279072	0.0141328	0.5358326	0.0056604	0.3705870	0.0514011	0.0150501	0.0067925	0.1098069	0.3087061	0.5463010	0.0607471	0.0081970	0.0268184	0.1601981	0.1358494	0.1105357	0.2146335	0.6755968	0.5175420	0.3876336	0.1468457	0.4793252	0.2104767	0.0213012	0.2511574	0.1109453	0.8168209	0.6074521	0.6637884	0.1032687	0.0593236	0.6571791	0.0335903	0.7114895	0.5946663	0.5610101	0.7044612	0.6164361	0.0000000	0.5999465	0.4332126	0.1529139	0.6478246	0.6908977	0.4769661	0.2800910	0.5682649	0.3803278	0.2524334	0.3030816	0.0764616	0.2786143	0.0578466	0.3611882	0.7088582	0.5046938	0.4888478	0.3618693	0.4017325	0.4686046	0.4652314	0.0216962	0.2023085	0.0226854	0.0491080	0.0793819	0.4798735	0.7676596	0.0079641	0.1084229	0.1798629	0.0460008	0.4868815	0.1454455	0.7857408	0.1534187	0.5488288	0.2275520	0.2180043	0.1271287	0.0367862	0.7404204	0.8364489	0.4936091	0.6715032	0.4283858	0.4574866	0.5057391	0.2421465	0.7319259	0.5540870	0.6539374
0.1394513	0.3096464	0.5637289	0.3922278	0.6671387	0.0543625	0.7223411	0.4290939	0.0098232	0.4196008	0.0059886	0.3321207	0.0223325	0.0284754	0.0108014	0.1284075	0.4423030	0.5602370	0.0384133	0.0028585	0.0464781	0.2415820	0.1274879	0.1105159	0.1570783	0.5687436	0.6071462	0.4259584	0.1785702	0.4715485	0.2275223	0.0222858	0.2299385	0.1321635	0.7581228	0.6694683	0.7978620	0.1052127	0.0964507	0.6996327	0.0654796	0.6937141	0.6734347	0.6018672	0.6554855	0.6518014	0.7106271	0.0000000	0.4874529	0.1905704	0.7048509	0.6686153	0.4657940	0.3219306	0.4993242	0.2702538	0.2991866	0.2864012	0.0598542	0.2693354	0.0091491	0.2528044	0.7584872	0.4718145	0.5668271	0.3108192	0.3630482	0.3135356	0.5035992	0.0217300	0.1435772	0.0418309	0.0510389	0.0503765	0.4219188	0.7703553	0.0215727	0.0986346	0.1926565	0.0288019	0.4307253	0.1326615	0.6565174	0.1901673	0.6599337	0.1789721	0.1530742	0.0575934	0.0342244	0.7225253	0.6350025	0.5374482	0.6598826	0.4653912	0.5644470	0.5825099	0.3369365	0.6070975	0.6258248	0.7232520
0.0963006	0.2366175	0.6245662	0.3484055	0.6683322	0.0348248	0.7500139	0.4390085	0.0377094	0.4710019	0.0126388	0.3678921	0.0386088	0.0121854	0.0105271	0.0492588	0.3701288	0.5939856	0.0682515	0.0012998	0.0462906	0.2049860	0.1698738	0.1693318	0.1091892	0.7954365	0.4565371	0.2814703	0.2267799	0.5762057	0.2275945	0.0188701	0.1944168	0.0717124	0.7768584	0.7331019	0.6516657	0.1058801	0.0491540	0.6921823	0.0367478	0.6719729	0.5946626	0.5435211	0.7107467	0.6153679	0.5891472	0.5592921	0.0000000	0.2243709	0.7558938	0.7411985	0.3758251	0.2463517	0.4812963	0.5590925	0.2979172	0.2807285	0.0618995	0.2343237	0.0146901	0.2455911	0.6549957	0.4329286	0.4789082	0.4456045	0.3639748	0.4258224	0.5425506	0.0134109	0.1771730	0.0151488	0.0230302	0.0700156	0.4313857	0.7405585	0.0356981	0.1099245	0.1565021	0.0247522	0.4007013	0.1609536	0.7543408	0.1708083	0.6340956	0.1406778	0.1491892	0.1191871	0.0451222	0.6333092	0.5930451	0.4618688	0.5484035	0.3416852	0.4742416	0.8272529	0.1910720	0.6729702	0.6727259	0.6262803
0.2149811	0.2385719	0.6030243	0.4845669	0.5215205	0.0384606	0.6190703	0.5788523	0.0086333	0.5720407	0.0126632	0.3947667	0.0133450	0.0404469	0.0033859	0.1269966	0.3717027	0.4984138	0.0540569	0.0018717	0.0500814	0.1846442	0.1668237	0.2522528	0.1518333	0.7505959	0.4392062	0.3726649	0.2693652	0.4989277	0.1798832	0.0342762	0.2245814	0.1490681	0.7059154	0.7229582	0.7097212	0.0781474	0.0464155	0.7252039	0.0439799	0.7557964	0.7040698	0.5407300	0.6645731	0.8736157	0.7012579	0.5278023	0.4314107	0.0000000	0.5237669	0.7101945	0.5290658	0.2200379	0.5312048	0.3648846	0.2642471	0.2404623	0.0787418	0.2314465	0.0165692	0.2682891	0.6856795	0.4865690	0.4782295	0.3961152	0.3284505	0.4008988	0.4957106	0.0154147	0.1765981	0.0146705	0.0196600	0.0566669	0.4653405	0.6733069	0.0168769	0.1375276	0.1475182	0.0319088	0.4938593	0.1105759	0.7003011	0.1958107	0.6573495	0.1985382	0.1273571	0.1292177	0.0595124	0.7199696	0.7912170	0.4874095	0.6044711	0.3634520	0.5420759	0.6035640	0.2679878	0.6548809	0.5733334	0.7170990
0.1489903	0.3095308	0.4645461	0.3716390	0.7394639	0.0470372	0.6851841	0.6020282	0.0105208	0.4910432	0.0134952	0.5212553	0.0395984	0.0078010	0.0096074	0.1079109	0.3716463	0.5718395	0.0623570	0.0031917	0.0165155	0.1561300	0.1048377	0.1433067	0.0955691	0.6107943	0.6018025	0.4605897	0.1568859	0.5671059	0.2823442	0.0141886	0.2019844	0.1448860	0.6426133	0.7095458	0.7081918	0.0743078	0.0659596	0.7155270	0.0373227	0.7308688	0.6435085	0.6402173	0.8070552	0.5777746	0.6287697	0.6280343	0.4431167	0.1988439	0.0000000	0.6265128	0.6005936	0.2349500	0.5883574	0.3848577	0.3372562	0.3166742	0.0841522	0.2818947	0.0605779	0.2241989	0.7049529	0.5125651	0.4245239	0.2717496	0.3132671	0.4610345	0.4430359	0.0148459	0.2242571	0.0263675	0.0548370	0.0581400	0.4537452	0.5920600	0.0114265	0.0809428	0.1651768	0.0395031	0.3787991	0.1682820	0.6419093	0.1847312	0.7079640	0.2230165	0.1030509	0.0663891	0.0494155	0.6452212	0.6073375	0.4029547	0.6319581	0.3431426	0.4722133	0.7148070	0.3989623	0.7093619	0.6788489	0.6477717
0.1221693	0.2264285	0.5031958	0.3677534	0.7701549	0.0606533	0.7973765	0.3739601	0.0120314	0.5927009	0.0102375	0.4658309	0.0233184	0.0385955	0.0243984	0.1490427	0.3422494	0.5371768	0.1035502	0.0031847	0.0395270	0.2063165	0.1209138	0.1923228	0.1637417	0.7734647	0.5244496	0.4547482	0.2263307	0.4843798	0.2205403	0.0245606	0.2864865	0.1951539	0.7201484	0.6622207	0.6922634	0.0745254	0.0526057	0.7673105	0.0383508	0.6680120	0.7701219	0.4981637	0.6099515	0.7365721	0.6734879	0.5795545	0.4777805	0.1895771	0.6429067	0.0000000	0.4996218	0.3031241	0.5698141	0.3937526	0.2268908	0.3527218	0.0970331	0.2786699	0.0034089	0.3670343	0.7593481	0.5531680	0.5655591	0.3071670	0.4634315	0.3931521	0.4708552	0.0133111	0.1442462	0.0127907	0.0508989	0.0586774	0.3674406	0.6654682	0.0175809	0.1303827	0.1980577	0.0401785	0.4333671	0.1592349	0.7091751	0.1813470	0.6185565	0.2165902	0.1649630	0.0698681	0.0738630	0.7098362	0.6308973	0.5485353	0.7810042	0.3018406	0.4270869	0.7510495	0.3061749	0.6228573	0.6327162	0.8767619
0.1716683	0.3073799	0.5035804	0.4032498	0.6953056	0.0607790	0.7029839	0.5430599	0.0137784	0.5255428	0.0082461	0.3507658	0.0215184	0.0072770	0.0165851	0.1654490	0.2621927	0.5673280	0.0459795	0.0022704	0.0460631	0.2633932	0.0905637	0.1481938	0.1378006	0.5798812	0.4994768	0.3325520	0.2312641	0.4662218	0.3367244	0.0214278	0.1957509	0.1176888	0.6891045	0.7682371	0.7564523	0.0844418	0.0978850	0.6608271	0.0901580	0.7266353	0.6569789	0.6429101	0.7520287	0.6776838	0.6609200	0.6554685	0.4133060	0.2018428	0.7361608	0.6654815	0.0000000	0.2857503	0.5584489	0.3565923	0.2988816	0.2728411	0.0885070	0.2684915	0.0651404	0.3468066	0.7045695	0.5041111	0.5069888	0.3841141	0.4171964	0.4679449	0.5590217	0.0245927	0.1929631	0.0193716	0.0455458	0.0687589	0.4190640	0.7354370	0.0260097	0.1187105	0.1801097	0.0246745	0.4520465	0.1304554	0.7538567	0.1624102	0.5937128	0.1731749	0.1324576	0.0657744	0.0528515	0.6547356	0.7239757	0.4597585	0.7156820	0.4378982	0.5553435	0.6733838	0.2516899	0.5908414	0.5714551	0.7806682
0.1420544	0.2190587	0.5789463	0.3949639	0.6264420	0.0687289	0.5380992	0.4023922	0.0105883	0.5739113	0.0138238	0.4608330	0.0594892	0.0148242	0.0068024	0.1240012	0.4545403	0.5150831	0.0530525	0.0048075	0.0351827	0.2017294	0.1811732	0.1546536	0.1237362	0.6727204	0.5367075	0.3226446	0.2966900	0.5051491	0.1832808	0.0180675	0.1956436	0.0987367	0.6673588	0.6186645	0.6118354	0.1500883	0.0675936	0.7204974	0.0534893	0.8652411	0.8229656	0.5440402	0.6053524	0.6129208	0.5613486	0.6740309	0.4600027	0.2230531	0.5952975	0.6843030	0.4958824	0.0000000	0.5111275	0.4052946	0.2376240	0.2910412	0.0765030	0.3175871	0.0288230	0.2981428	0.5577499	0.4594357	0.4542188	0.4033973	0.3297429	0.4906608	0.4320274	0.0180254	0.1697133	0.0302565	0.0318534	0.0510597	0.3096009	0.8019775	0.0278775	0.1406130	0.1928756	0.0243072	0.0182572	0.6815538	0.5895034	0.1763199	0.5710808	0.1392528	0.1692509	0.0854630	0.0498823	0.8078902	0.7487281	0.5477901	0.7296288	0.4538903	0.5503602	0.7164653	0.2616786	0.6525998	0.6078330	0.6755414
0.2303127	0.3166732	0.5865479	0.4229994	0.7583561	0.0359275	0.6787114	0.5085052	0.0146443	0.4284497	0.0205944	0.3175857	0.0286004	0.0133490	0.0058155	0.1145660	0.3677295	0.5445288	0.0774721	0.0104597	0.0473649	0.1380971	0.1628721	0.1624726	0.1325440	0.6320714	0.4401604	0.3547521	0.2194885	0.4767823	0.1666298	0.0142175	0.1648772	0.1662913	0.5213440	0.6996626	0.6911953	0.1179814	0.0523262	0.6634855	0.0556429	0.6273024	0.6482327	0.5066997	0.6143949	0.6382615	0.6311366	0.7365437	0.4262325	0.1641040	0.7300303	0.7889881	0.5295775	0.5381215	0.0000000	0.3620695	0.2866734	0.2859978	0.1519344	0.2686368	0.0073573	0.2791450	0.6521524	0.3893265	0.3896639	0.3529864	0.4125048	0.5398694	0.4698857	0.0223240	0.1912649	0.0422290	0.0495020	0.1662958	0.3745288	0.7166837	0.0318764	0.1184978	0.2241495	0.0526124	0.6613395	0.0934023	0.8400687	0.1845927	0.6319828	0.1836001	0.2411700	0.0527577	0.0202331	0.7470652	0.7237197	0.4987841	0.7234031	0.3615278	0.3944228	0.7186060	0.2071917	0.6150490	0.5490141	0.5978980
0.0728634	0.3111937	0.6426432	0.3427561	0.6648511	0.0483059	0.7114236	0.4990457	0.0072014	0.5074653	0.0295320	0.4710468	0.0526928	0.0143107	0.0126800	0.0691577	0.4306832	0.4912012	0.0971021	0.0060189	0.0324980	0.1692001	0.1419246	0.1630342	0.1879102	0.6286630	0.4970412	0.3135995	0.2575871	0.5182359	0.1642924	0.0055537	0.1919341	0.1293741	0.6368247	0.8613628	0.6519923	0.1282210	0.0384135	0.7232178	0.0521964	0.6786727	0.7345355	0.4941214	0.6240879	0.8413514	0.6421870	0.7113736	0.4530544	0.1297252	0.7144008	0.6988075	0.5812363	0.3170709	0.4866621	0.0000000	0.1819806	0.3473377	0.1288778	0.3127746	0.0059881	0.3381359	0.6055561	0.4437750	0.4965592	0.3281438	0.4881199	0.5675750	0.5259756	0.0119865	0.2109591	0.0189359	0.0423191	0.0685348	0.4085602	0.6614621	0.0168689	0.1295725	0.1636821	0.0355664	0.4721874	0.1342381	0.7039554	0.2813644	0.6231286	0.2232588	0.1702119	0.0863415	0.0732311	0.7109755	0.7120937	0.4672049	0.6118200	0.5063905	0.5271736	0.7775343	0.3073971	0.5213593	0.6324605	0.5978698
0.1951191	0.2476167	0.5798533	0.2908253	0.8639012	0.0276323	0.7007511	0.4973950	0.0181747	0.3985651	0.0171635	0.4176114	0.0353712	0.0293246	0.0117830	0.0875990	0.4130726	0.5123387	0.0822450	0.0018909	0.0626332	0.1888871	0.0891348	0.1289967	0.1125253	0.7530195	0.6007477	0.4539954	0.1809561	0.5285297	0.1742728	0.0137491	0.2421453	0.1068066	0.6835538	0.6048240	0.5688543	0.0784002	0.0446853	0.5629127	0.0386061	0.7460780	0.5501243	0.5620686	0.7575605	0.8041215	0.7409817	0.5976669	0.4680678	0.1586696	0.7094963	0.7727736	0.3660330	0.2386987	0.4648793	0.8414812	0.0000000	0.2203560	0.0956532	0.2252676	0.0073592	0.4295841	0.5999297	0.4164312	0.3464226	0.5146321	0.3294838	0.4505315	0.5169720	0.0451037	0.2970867	0.0204550	0.0578780	0.0595827	0.4155303	0.6630172	0.0160496	0.1168676	0.1528582	0.0199091	0.4781262	0.0927200	0.6648606	0.2348381	0.6437095	0.2071857	0.1024091	0.0433788	0.0576517	0.7579303	0.7505772	0.4503640	0.6925896	0.4082894	0.5576198	0.6071464	0.3426125	0.7521382	0.5681211	0.6746288
0.1479731	0.2443209	0.4410838	0.4325656	0.6578940	0.0633831	0.6922897	0.4258883	0.0262564	0.5206957	0.0390315	0.3564075	0.0387545	0.0122046	0.0173264	0.1285470	0.3474953	0.6311412	0.0533061	0.0011809	0.0293802	0.1965467	0.1346911	0.1650699	0.1440564	0.7380670	0.4730442	0.4143478	0.2263197	0.6051864	0.2118846	0.0389750	0.3259793	0.0759276	0.5966502	0.6550438	0.6538309	0.1054428	0.0895635	0.8005658	0.0370474	0.7088374	0.6733320	0.6531019	0.6817223	0.7786837	0.5817894	0.7960574	0.4018247	0.1680027	0.6288166	0.6627553	0.4267673	0.2693186	0.5341346	0.2764108	0.3133841	0.0000000	0.1152724	0.2527149	0.0118447	0.2721462	0.7445811	0.5401491	0.5219825	0.4501265	0.4096721	0.4623708	0.4662177	0.0082907	0.1747568	0.0169028	0.0253424	0.0777435	0.4261124	0.8012855	0.0291533	0.1301658	0.1816504	0.0199931	0.4444117	0.1510240	0.6451015	0.2158312	0.6741700	0.1537607	0.1812937	0.1157771	0.0196695	0.6475229	0.5257810	0.4152946	0.6723024	0.4464197	0.5524090	0.8690138	0.3186462	0.5925724	0.5000631	0.6956987
0.1702940	0.2279980	0.5003745	0.4030653	0.7939355	0.0441424	0.7371720	0.4480817	0.0176628	0.5626120	0.0067681	0.3618018	0.0235192	0.0319866	0.0033006	0.1033963	0.3653934	0.5850114	0.0603465	0.0007649	0.0345475	0.1587286	0.1419145	0.1383888	0.1692515	0.6540645	0.6083628	0.4102139	0.2573390	0.4614168	0.2954351	0.0265691	0.2176436	0.1747926	0.6265659	0.7158414	0.7127383	0.1286494	0.0876361	0.6651546	0.0753817	0.6991264	0.6796757	0.6354473	0.7623560	0.7298484	0.6635427	0.5260993	0.4131417	0.1490962	0.7882289	0.8710227	0.5183404	0.3216124	0.5590172	0.3488456	0.2673192	0.2838848	0.0000000	0.3202477	0.0173515	0.3141404	0.6898995	0.4586901	0.4984027	0.3438962	0.4339335	0.5134950	0.6630324	0.0157439	0.2003331	0.0187508	0.0347439	0.1441295	0.4785856	0.7540348	0.0368758	0.0872103	0.1146761	0.0234884	0.4054591	0.1676774	0.7516610	0.2003846	0.5335152	0.2043205	0.1642658	0.0895568	0.0290627	0.6878952	0.7628890	0.5447536	0.5957175	0.4539215	0.4661065	0.7326904	0.3383836	0.6867589	0.7172072	0.6085332
0.1907974	0.2645154	0.6194313	0.4013104	0.7423342	0.0397501	0.7327826	0.4343058	0.0114588	0.4636685	0.0115288	0.3916319	0.0392203	0.0166362	0.0125094	0.1430959	0.4202442	0.5084482	0.0660037	0.0024842	0.0471434	0.1618103	0.0778670	0.0509802	0.1277675	0.7222294	0.4595176	0.3920425	0.1737580	0.5615596	0.2202268	0.0154491	0.2334393	0.1621327	0.6614770	0.6581568	0.6217581	0.0847012	0.1056239	0.6371975	0.0634784	0.7902562	0.7021826	0.6029100	0.6719091	0.6507308	0.7923676	0.6937616	0.4130033	0.2078860	0.7499412	0.5624171	0.4418441	0.2655403	0.6620615	0.2946762	0.2703851	0.2255608	0.1737389	0.0000000	0.0240701	0.3579435	0.7867556	0.4165706	0.4646737	0.3172134	0.4248784	0.4846054	0.4808574	0.0136819	0.1613809	0.0150488	0.0206477	0.0810572	0.4316155	0.6963082	0.0325261	0.1127705	0.1877741	0.0161472	0.4531176	0.0920950	0.7114688	0.1927444	0.6282273	0.2150387	0.1333871	0.1159041	0.0328930	0.7864752	0.7997352	0.5613777	0.6776366	0.5293417	0.6353780	0.7076682	0.2731881	0.6898240	0.5913955	0.7331982
0.2050319	0.3020602	0.5751121	0.4985319	0.7197258	0.0500654	0.8527912	0.4960027	0.0148234	0.4939283	0.0302348	0.3860659	0.0375349	0.0305299	0.0130773	0.1097756	0.3528135	0.5063549	0.0461774	0.0025936	0.0482245	0.1846938	0.1584591	0.1452457	0.1892291	0.7721428	0.5646091	0.4002410	0.2439458	0.5678602	0.1394696	0.0354888	0.2016277	0.1111317	0.8035999	0.7129565	0.7357572	0.1750260	0.0837834	0.7185223	0.0295746	0.6305194	0.8088391	0.5986754	0.6835372	0.7867768	0.5867535	0.6304685	0.5114834	0.1866291	0.5994655	0.6584201	0.5355382	0.2715241	0.6122761	0.2533578	0.2931762	0.2403210	0.1011241	0.2647463	0.0000000	0.2948068	0.6502836	0.5834930	0.4234927	0.3285674	0.3754588	0.4230431	0.5363191	0.0070227	0.1996881	0.0345151	0.0319721	0.1120194	0.3499977	0.7194747	0.0267569	0.0920198	0.1263151	0.0522279	0.4073259	0.1001586	0.7573416	0.2112419	0.4616301	0.2544156	0.1571083	0.0651348	0.0290850	0.7020006	0.6662732	0.4715784	0.6976369	0.5536169	0.5525574	0.6712563	0.3128418	0.7223225	0.4875653	0.7383447
0.1287168	0.2498342	0.6267371	0.3332857	0.8350009	0.0536587	0.6886943	0.4755952	0.0478003	0.5977018	0.0118123	0.3736707	0.0300958	0.0099408	0.0153072	0.1049735	0.3024737	0.4980689	0.0597874	0.0065495	0.0403759	0.1895616	0.1293570	0.1567279	0.1193160	0.6532819	0.3594381	0.4155311	0.1946584	0.5000129	0.1199656	0.0301303	0.2267191	0.1767275	0.7331220	0.8271600	0.7798051	0.1288463	0.1148851	0.5639853	0.0398872	0.7009763	0.7124618	0.2908284	0.5867724	0.7124750	0.6910867	0.6333200	0.4500385	0.3496470	0.6392320	0.6468297	0.4811300	0.3245086	0.4557207	0.2729647	0.2551468	0.1938016	0.1176944	0.3966361	0.0414008	0.0000000	0.6672923	0.3838893	0.5093027	0.3319193	0.3601544	0.4383956	0.5335937	0.0283801	0.2123452	0.0254567	0.0452522	0.0692181	0.4080012	0.8384431	0.0208940	0.1510430	0.1812774	0.0319294	0.4773218	0.0952661	0.6193131	0.2064307	0.5988397	0.2977441	0.1213512	0.1258108	0.0434969	0.5616230	0.7100014	0.4817845	0.7247933	0.4047252	0.4818473	0.6698099	0.2254109	0.7014419	0.5436160	0.7728642
0.1071402	0.2191431	0.5692569	0.3271945	0.8549283	0.0778231	0.5841961	0.4164083	0.0048017	0.4675044	0.0126459	0.3517063	0.0544018	0.0144858	0.0047339	0.1367360	0.3503103	0.5331221	0.1077375	0.3011353	0.0491890	0.1763593	0.1399860	0.3263650	0.1881633	0.7620717	0.5703991	0.2805905	0.1564276	0.4902756	0.3786575	0.0140722	0.2261702	0.1081581	0.7536984	0.7343482	0.6680101	0.1331419	0.0632794	0.6680999	0.0489604	0.6506571	0.7469660	0.5431171	0.7516063	0.5887891	0.6222976	0.5815151	0.4262224	0.1493707	0.7369112	0.7836426	0.4459925	0.2147061	0.5197081	0.4167626	0.2430191	0.2793835	0.5045006	0.4506822	0.3442964	0.3882176	0.0000000	0.4248106	0.4933369	0.3250602	0.3199468	0.4122803	0.4809252	0.0254613	0.1966523	0.0452901	0.0241688	0.0489030	0.0345617	0.6299383	0.0271417	0.6977515	0.6974344	0.7977628	0.4604223	0.0944460	0.7263916	0.2582450	0.6666895	0.2757226	0.1619392	0.0802405	0.0291663	0.6184650	0.5864597	0.5302992	0.6369712	0.5262817	0.5051063	0.6971668	0.3009305	0.6775863	0.5098368	0.7816924
0.1313063	0.2760316	0.7163012	0.3203456	0.6034573	0.0196586	0.7985275	0.4652320	0.0074973	0.4325176	0.0180171	0.3683639	0.0329884	0.0185564	0.0096382	0.1832046	0.2802702	0.4843911	0.1265537	0.0099106	0.0251593	0.1871003	0.2092388	0.2450733	0.1131745	0.6047383	0.5382749	0.6207474	0.1802565	0.5200193	0.1919167	0.0146164	0.2172544	0.1149925	0.6588557	0.6938535	0.6722933	0.1262788	0.0722388	0.6469067	0.0442886	0.7743385	0.7226963	0.5496087	0.6316257	0.6658790	0.6199403	0.4879406	0.4192812	0.1885492	0.7260043	0.6324422	0.4236547	0.2575082	0.5384254	0.3187109	0.3287113	0.2472007	0.0907217	0.2724636	0.0381924	0.3815918	0.7872194	0.0000000	0.5409386	0.4008749	0.2689491	0.4970425	0.4705732	0.0147791	0.2190915	0.0233153	0.0592860	0.0620931	0.4089762	0.7892493	0.0319878	0.1014818	0.1471913	0.0189040	0.4163286	0.1451756	0.7424194	0.2240896	0.6244353	0.2111750	0.1674665	0.1356844	0.0417497	0.7177091	0.8055535	0.4660950	0.7319633	0.0724626	0.4195857	0.6922020	0.3174751	0.5851504	0.5909874	0.7341717
0.0718463	0.2741053	0.5371193	0.3305580	0.7078229	0.0291728	0.7809450	0.4295296	0.0198809	0.5648845	0.0262617	0.3749968	0.0278187	0.0239402	0.0126977	0.1389814	0.4645742	0.5668365	0.0611722	0.0019734	0.0524481	0.2269854	0.1050357	0.1939649	0.1039511	0.7712173	0.5097718	0.3609611	0.2129954	0.4769754	0.2597544	0.0202518	0.1523424	0.0972416	0.6509344	0.6167226	0.7380548	0.0957452	0.0721468	0.8336099	0.0953718	0.6341185	0.6601946	0.5870237	0.5764253	0.5740577	0.8048919	0.6926904	0.4728482	0.1894060	0.5940250	0.6681578	0.4263795	0.2927490	0.5945507	0.3542686	0.2905281	0.2409781	0.0434648	0.2688175	0.0206503	0.2902844	0.6809984	0.5345460	0.0000000	0.7916338	0.3556893	0.5114919	0.4817803	0.0405193	0.1464226	0.0076385	0.0482044	0.0642119	0.3993894	0.7268331	0.0114292	0.1351458	0.1737864	0.0247218	0.3816193	0.1078681	0.7355463	0.2181770	0.7153044	0.2228337	0.1044397	0.0507994	0.0445873	0.6823463	0.7438716	0.4302863	0.9108499	0.4905533	0.5253932	0.7109549	0.2980753	0.7965971	0.6274401	0.6036859
0.1214536	0.2081625	0.5258718	0.3460645	0.6733881	0.0648579	0.6733974	0.4848349	0.0161097	0.5627347	0.0257565	0.4445744	0.0489580	0.0284967	0.0189577	0.1560470	0.3561174	0.6117354	0.0458456	0.0037088	0.0229313	0.1818957	0.1234800	0.1156603	0.1298800	0.7928140	0.4500879	0.3353582	0.1634607	0.5220045	0.2982664	0.0219803	0.2034790	0.1200082	0.7245615	0.6896804	0.7741980	0.0968013	0.0952519	0.6127006	0.0437905	0.6629484	0.6463895	0.6079181	0.6402574	0.7231991	0.5485735	0.5459675	0.4802794	0.1916747	0.6310617	0.6023993	0.4208957	0.2092757	0.5739440	0.4055561	0.2871209	0.2640528	0.0856992	0.2806947	0.0159649	0.2339850	0.6440923	0.4939435	0.7746148	0.0000000	0.4007282	0.5592312	0.4913303	0.0322992	0.2090456	0.0188014	0.0862536	0.0497770	0.3302058	0.7017429	0.0240904	0.1576495	0.1665369	0.0334567	0.4094457	0.0801588	0.8839923	0.2213750	0.6762958	0.2054256	0.1920464	0.0681767	0.0252520	0.7212921	0.6822189	0.4634796	0.7543063	0.3741695	0.5897905	0.6938247	0.2201315	0.6490729	0.5990731	0.6511806
