"","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20","G21","G22","G23","G24","G25","G26","G27","G28","G29","G30","G31","G32","G33","G34","G35","G36","G37","G38","G39","G40","G41","G42","G43","G44","G45","G46","G47","G48","G49","G50","G51","G52","G53","G54","G55","G56","G57","G58","G59","G60","G61","G62","G63","G64","G65","G66","G67","G68","G69","G70","G71","G72","G73","G74","G75","G76","G77","G78","G79","G80","G81","G82","G83","G84","G85","G86","G87","G88","G89","G90","G91","G92","G93","G94","G95","G96","G97","G98","G99","G100"
"G76",2.3145007295745e-06,9.69391218190649e-07,4.24279907651594e-07,4.69341424365138e-07,6.64374810035623e-08,1.32872942222827e-08,6.48686657200857e-07,7.39624657793672e-06,3.81055532871466e-07,6.13474518958112e-07,1.4260691400798e-08,5.64616879054386e-08,1.99571557857877e-08,6.8099808055182e-09,0,1.1730605756139e-07,6.80246321319589e-08,2.85389241890948e-07,7.41870398268053e-08,0,1.93361709359565e-08,7.91144218304981e-07,8.74592914533619e-07,1.48067444932442e-06,7.39806891772199e-07,1.36453164239488e-06,2.24133235752904e-06,4.94305869135419e-06,1.24982253659835e-06,2.83444291692993e-08,1.46572630298966e-07,9.8452940887737e-09,3.78203106781617e-08,2.64174283118613e-08,4.32281762933625e-08,1.41527487745993e-06,1.42778785501116e-06,1.50865774440032e-08,1.1056600318982e-07,5.8841646531509e-08,3.46658692916029e-07,7.29376118455647e-07,1.73515695980461e-06,3.8130265741459e-07,7.42388467870393e-08,1.40299258950835e-06,2.93330292737194e-07,4.22456957713928e-07,1.29556020164421e-07,4.61201433966572e-06,2.61776812645519e-07,4.31392971617633e-07,9.53771747174674e-08,2.25793465274936e-06,2.29620554287766e-07,1.21746793239666e-06,1.51911710293586e-07,4.66216638987434e-07,1.36153345269699e-06,6.32762019796194e-07,2.11017622707579e-07,4.7357897549523e-06,1.99351652180433e-07,2.96028828243585e-07,6.68516846646289e-07,1.34766219021696e-06,6.79199837915276e-07,7.36447757405212e-07,1.09509639830987e-06,1.25464593768172e-06,2.84862392451724e-06,1.81986027183449e-06,2.24467541360461e-06,1.17061516326661e-06,5.1204514268239e-07,0,1.6376286703576e-06,1.16994315431569e-08,3.07598817807905e-08,1.483039126505e-09,8.05351165362142e-07,7.22603818841525e-07,3.82146463622936e-07,4.37320386461224e-08,2.15681870833815e-06,9.82122109834718e-07,1.43485551678004e-07,2.77062655234927e-06,1.75817159028649e-06,7.00650576474995e-07,7.17410157007452e-07,5.60110470718164e-08,1.71487892949291e-05,4.00678133343758e-06,1.48957444213477e-06,1.16185968221826e-06,0,1.41883222359167e-06,1.91557955627755e-07,1.17871012905172e-07
"G77",8.59126268114954e-06,1.60144861188888e-06,6.86818823712802e-07,9.78564168211533e-06,2.00493194831226e-06,1.89137753549948e-07,1.27435581660121e-06,1.09034739999859e-06,1.09022708064629e-08,1.76693436844553e-05,1.26324744541969e-08,9.15015278044952e-07,0,1.6844918736522e-08,0,1.8034991055574e-06,1.72658525957794e-08,5.5222557366233e-07,2.20673268944995e-08,3.13485429328589e-09,2.40270207733206e-08,5.69735189841185e-07,1.87143590750695e-05,5.09756671168845e-06,4.94808540235057e-06,1.24517338506872e-07,1.13443636538575e-05,2.1655806849962e-08,1.34622319218619e-05,4.48637820448922e-07,3.78670324349383e-07,1.99104173459934e-08,4.31451634964515e-07,2.66126544839877e-07,2.79430118806715e-07,1.48461096096034e-06,1.22015120870757e-05,2.21663410589455e-08,1.0797937524581e-07,1.19254419234147e-05,1.72798798293293e-06,4.49494958003614e-07,6.48133742664236e-07,6.0053189951773e-07,3.56023065496917e-07,1.33637769740436e-06,3.41034390158522e-06,9.30227635458599e-06,1.18521205733561e-06,1.76126389068156e-06,2.84296200101692e-06,9.24533981986457e-07,1.71738429827713e-07,1.95422176168138e-07,3.51739468181341e-06,2.64756773743612e-08,6.42506259295473e-07,6.49261970852332e-08,2.79270597431612e-07,6.04871278079859e-06,1.11373437709797e-06,5.91456638648901e-06,2.84443728516676e-08,1.32308865318746e-06,1.0816005440863e-06,0,2.41551001968427e-07,9.19727887142179e-07,6.30770491139226e-06,1.10804611470525e-05,8.07129097558605e-06,1.68859469810435e-05,1.56856459356094e-05,1.86551901153792e-05,1.15590713873511e-05,1.18129104814314e-05,0,3.00845076235795e-08,1.019015387698e-07,1.4307932585708e-08,8.66658882691885e-08,9.9432094907116e-07,4.41926250814971e-08,1.61457200180152e-06,1.46911138885862e-07,1.43204675066403e-06,3.93926939584431e-08,1.6234150649797e-07,1.22055845059554e-05,1.17086550252978e-06,8.60916250975689e-07,2.20449695430393e-07,1.13675510873826e-06,1.68148934898831e-05,6.55641930583355e-07,4.00789745892468e-07,2.39872778212151e-06,4.26154927893256e-06,4.41599213402966e-06,1.09412237881288e-06
"G78",2.36561968388176e-06,8.33460555554329e-08,3.40716540464664e-07,1.6550147979227e-07,3.15222765249631e-06,2.67818237802165e-08,6.78543665275563e-06,1.1211484471004e-05,9.99650981103162e-08,7.60707247794723e-06,7.15679973622855e-07,1.79824881796992e-07,9.94927526707334e-09,1.01135258575422e-07,1.69963403904057e-07,9.17890249582275e-08,2.66636728314186e-06,3.88828432158719e-07,1.22590516554547e-07,5.29183324414497e-05,1.42063188523436e-07,6.02724119057525e-07,1.90529082989134e-06,7.81279445849418e-06,1.05534132270962e-05,2.08435787204828e-07,6.8345776181439e-06,1.14730443861501e-07,2.06613811365497e-06,4.21493138635547e-06,5.95001050296987e-06,1.25589174181133e-08,1.67179899935715e-06,1.04590484967583e-07,1.65371630494951e-06,7.22207854002391e-06,3.797031230436e-07,7.88739515885163e-08,9.24529837007947e-08,1.038182861905e-07,4.57265892197296e-08,5.82637986551478e-06,1.30640816504897e-05,1.16401616511738e-05,4.63448315552708e-06,2.96799242846594e-07,2.11444563634917e-06,1.6301788791532e-07,3.29502364382464e-07,9.93477813997556e-06,1.10779858127489e-06,4.35074382353157e-06,1.99897843792829e-06,1.64525409205602e-05,8.71786749712548e-07,4.97493532018886e-08,1.09450208279181e-06,3.39187086290989e-07,5.67479912925759e-05,4.09924327460478e-06,9.79838999379252e-05,3.27363581022086e-06,8.52980108244795e-05,3.37947619765352e-06,2.66093630786574e-07,5.18946321344239e-06,2.86416895611045e-07,6.36259151635152e-06,3.94553061661205e-07,4.40067233420634e-08,1.72466730568005e-06,1.27945350491725e-08,2.64866735149781e-07,4.26246902084405e-08,2.82196004932044e-05,1.40955048594588e-06,3.62559734112034e-09,0,7.3327262307285e-05,7.05102668859633e-05,0,4.65364549317371e-06,1.28611587724064e-06,5.13255484075719e-07,1.39967517110771e-06,9.65978300961039e-07,6.4980595504487e-08,1.60376337353997e-06,2.4207175059121e-07,2.61286318346026e-06,4.38068663190123e-07,1.95269546633417e-07,2.16557952202726e-06,8.4505243062504e-07,1.9407498422349e-06,2.85507560501474e-06,1.29875405509841e-05,4.80307732179118e-06,3.30283780929324e-06,4.12408259410179e-06
"G79",2.99562830172217e-06,1.88537988585455e-07,9.69593924221253e-06,9.97631481483271e-07,1.4619226518144e-05,7.53187208707829e-08,1.08682816126937e-06,3.96234510166777e-06,6.86296700146202e-08,1.80774796812298e-06,2.25055937445742e-07,4.40965931817412e-08,8.16508380833631e-08,9.18668857755603e-08,4.50408392428284e-08,5.7891103990637e-07,2.77262001971878e-06,3.3166835198145e-06,9.24829089250994e-07,4.97723737770163e-05,1.12636261802165e-06,4.06548628019305e-06,3.18126309450996e-07,7.18735655315203e-07,5.79258174870672e-07,3.71514465571603e-07,4.80764793373749e-06,8.91266469030255e-06,7.6174919198809e-08,2.14382402790175e-07,3.31206573763525e-06,1.26795644738472e-07,2.53341961938844e-07,1.27483508307703e-08,8.54072723918256e-08,1.20342872397644e-07,1.1049965583458e-06,3.40707107381728e-07,9.26338701240572e-07,1.04606706608878e-07,2.37843317042909e-07,1.27412300482339e-05,4.77852909447637e-06,1.22275726085638e-05,3.64019537536009e-06,3.91547006502284e-07,3.74304140265438e-06,1.73746963466398e-07,3.634536618118e-06,5.6565223343724e-06,3.03762258089474e-07,1.08082139649911e-06,8.6043853382831e-07,4.94112123745068e-07,1.23693543527311e-06,1.32616340243625e-06,2.37203656989961e-06,3.6490546528725e-07,4.6085270888246e-05,1.89869352992681e-06,2.51211471937706e-05,1.95812750431339e-07,4.6183508907138e-05,4.49254347663923e-06,6.02357831728103e-07,1.63086229715337e-07,2.60888725088655e-06,1.21264688640279e-07,1.17515260217841e-06,3.89006270722739e-09,1.62735129486417e-06,9.89274129524171e-09,7.11184053822796e-08,2.34168446221245e-07,2.22517330828058e-05,5.50020833016389e-07,2.59172781786533e-09,5.31462027541682e-05,0,5.32516024104734e-05,4.72150172656011e-07,6.44400080465844e-07,1.64415432984167e-06,7.89580067495568e-07,1.46297113328183e-06,3.46706714049521e-06,9.21872841567242e-07,4.60325712481595e-07,3.85796581112701e-08,4.11065614082927e-07,5.74417591582539e-06,1.41649157941972e-05,3.9525703475269e-06,8.28551218023017e-06,1.05798735726864e-06,1.25327744427191e-06,2.5283645756767e-06,5.47191715839395e-08,4.41751284227397e-07,1.2413584348176e-06
"G80",9.98707206724496e-07,2.50730212179281e-07,5.97160266730215e-07,3.37234208624936e-06,9.97012743877756e-07,3.33174768278791e-08,1.55872593838229e-06,4.05384454491428e-07,7.41507778371622e-08,1.06602176865766e-06,4.49961258708708e-08,1.09960125990873e-06,4.920379657906e-08,6.06362492799981e-09,4.51735158329624e-08,3.40517632033981e-07,1.79477564313636e-08,1.70409350417372e-06,3.2435220177375e-07,1.88858628333963e-05,3.08858753806418e-07,1.50640915460135e-06,1.75587887318447e-06,4.44531605389581e-07,6.07568345814215e-07,3.00368190941228e-07,3.78348859668159e-07,9.39119164580257e-07,9.80071709231759e-08,2.41414295625537e-07,9.52875492689387e-06,5.81362842692038e-08,3.31986385202297e-06,1.00052578168853e-07,1.96028650408108e-06,8.07043037369261e-07,6.16888562624061e-07,9.92462462690323e-07,1.42233333517027e-08,1.16781644936185e-07,2.06307965295041e-07,1.60184600010044e-06,1.31673071569244e-05,3.89372945639406e-06,3.63977975498004e-06,1.10073184846309e-06,3.29514214143944e-07,2.4079940063152e-07,1.27980043281007e-07,6.75504467553342e-06,3.66444995751277e-06,2.65856669937484e-06,8.90336827430511e-07,1.92410606696457e-07,3.83283409334605e-06,7.74963313939102e-08,8.06602500940225e-07,7.3930936905129e-07,2.45991561463282e-05,7.30145683897278e-06,1.70958512234129e-05,3.41102234989482e-07,2.89937049404659e-05,8.88574338929733e-07,5.93277500688869e-07,1.06416763443154e-06,9.66065485006537e-07,1.33294598469758e-06,1.52478042367611e-07,4.77016601385e-07,2.01498924643008e-07,2.43786600326322e-08,0,1.67244693068882e-08,1.62212638079632e-05,1.41454662219493e-06,4.28175082270635e-08,3.92943417674559e-05,3.70061930830886e-05,0,5.46385087754463e-07,1.09970259929239e-07,0,1.13173089397045e-06,8.33139988705754e-07,6.16731168035529e-07,1.86637369753844e-08,3.42691739834973e-06,2.10366719427119e-08,1.73766226994325e-06,1.03753292526299e-06,6.13236979439375e-07,8.41582905971487e-07,4.93361705651827e-07,2.08146533146912e-06,1.93361317283146e-07,6.79239509006714e-07,2.67423907405974e-07,8.97037527774079e-08,1.03050802006328e-05
"G81",2.24361387983121e-07,1.53827556392007e-06,2.05353517394223e-06,2.73523063814286e-06,1.21423998780211e-06,1.84285363112519e-07,4.84135959444992e-08,2.13518336865658e-05,1.87161434349686e-07,1.18182006156289e-06,1.21758816183205e-07,3.50486341815813e-06,7.2486106790717e-08,2.65727331727052e-08,7.32599334429458e-09,4.54723150783223e-07,2.33484752653728e-06,1.7986350968492e-05,3.23265713683534e-06,2.47905599613764e-07,1.76932536240017e-06,3.72054329056789e-06,0,3.3651792555141e-07,1.34739160785409e-06,6.08000919070912e-06,1.74117063857111e-07,8.1386393280628e-06,5.40314185902272e-07,5.7134386117755e-07,1.07282621705868e-05,2.506332214195e-08,6.52381714924949e-06,1.05582697483736e-06,1.16331451013466e-07,1.62435262207561e-06,4.29825013559053e-07,3.09594451371334e-08,6.4908901324132e-07,2.46930949865258e-06,0,8.38625367647505e-06,1.09541041398786e-06,1.1313084391241e-06,3.52908400433424e-05,2.12559369012984e-05,3.98381960126873e-06,1.16680023309475e-06,2.69545155210703e-06,1.08405582960747e-06,4.79702684615017e-07,1.04297536355818e-05,3.07950816411316e-06,9.3420465689306e-05,0.000169985137406451,3.88042974824362e-06,6.70973943707668e-06,4.36191296377259e-06,5.31430116057641e-07,2.26512038519156e-06,2.2729281957706e-07,1.01174801330959e-06,1.00876980802144e-06,2.85378058554223e-06,8.71646890253866e-07,1.89970266029863e-07,6.52664140520287e-06,5.05040499788866e-06,7.07648520858648e-07,0,2.01337724980106e-07,1.67810918740933e-07,2.08696706583831e-07,5.21595659352977e-07,5.50743249062406e-06,2.21293858535411e-06,2.10997445032189e-08,1.41827907422094e-08,3.32543961989101e-07,7.67083454586726e-09,0,7.01629793753229e-05,3.52167485895344e-06,1.45189972472259e-06,2.12883723326584e-06,2.38911617760187e-06,1.15440817026683e-06,1.8217338109411e-06,4.54864531265216e-09,4.31005706770378e-07,8.92257240961264e-07,1.25404143353592e-06,1.94389848661918e-06,2.057834234115e-07,6.14258426709579e-08,7.17587774228048e-06,4.63897279286514e-06,3.72117090446899e-05,2.43233076030958e-05,4.1671835511485e-06
"G82",7.11796366302053e-08,6.9935838837352e-07,2.42846613772552e-06,4.96264462962559e-07,8.43946717304846e-07,0,2.1361330062156e-06,3.88474280599679e-07,2.7119485025779e-08,2.00874244609053e-06,3.26990686142135e-09,1.12357038254579e-06,6.1979837061547e-09,3.73102364291864e-08,0,2.74141607665745e-07,5.54589785055045e-07,2.09115847702356e-06,9.69724713367402e-08,0,5.1994683760614e-09,1.49430449586849e-07,1.12077108571468e-06,2.08181436042897e-07,4.07314819757371e-07,9.00929184809632e-06,3.65949078071129e-06,3.67794068661628e-07,5.48049327906259e-07,4.55133620110015e-06,9.30732717991816e-07,8.47377107376235e-06,8.38908859251511e-06,1.23061755875739e-05,4.63469758439691e-06,1.2445147228472e-06,3.27305695693934e-07,5.60715849366235e-08,7.84475101391449e-08,6.44543254283805e-06,3.78320424247745e-07,6.66983215334171e-07,3.15533409919844e-06,3.0512439183009e-07,6.74288142507183e-07,1.32881039643771e-06,3.93824923916024e-07,1.54760237604161e-07,8.42964567445615e-07,2.63302480207121e-06,3.30386257827719e-06,2.91010942779117e-07,5.7862893985028e-07,2.00156368749052e-05,1.1401665536408e-06,1.4240513486217e-06,2.51939219887851e-05,5.45999806862501e-07,9.94733580695408e-07,2.07478212129408e-06,1.38025701131224e-07,1.6137359793046e-07,6.68986454231096e-07,4.51513971642972e-06,9.44846876021378e-07,4.34594133178456e-06,6.73539646590573e-07,7.63705067780545e-08,2.4889810558314e-07,5.5206985417487e-07,1.21028908213776e-08,2.46022843099011e-09,1.11984929251957e-07,4.18048738234553e-09,8.17784029938423e-07,1.57663083714246e-05,1.50939098206932e-08,7.89957165792872e-07,3.16562636445975e-08,1.45353612193779e-09,2.00484320253019e-05,0,1.62136366069786e-06,9.47027067278191e-07,3.50466154013171e-07,1.62087633020386e-05,3.84640366599864e-07,5.92904760935926e-08,9.02242080584367e-10,2.12429891380383e-06,1.11915835989964e-05,3.30389585465857e-06,2.42993187758522e-06,2.87548487061934e-07,4.79717694495794e-06,1.57294083079329e-07,3.64542166619359e-07,1.05905812137593e-06,1.32287750057695e-06,1.19396415504164e-06
"G83",7.88754915774401e-08,6.98912085845207e-06,5.72379798870532e-08,2.51167649774166e-08,7.06609755273082e-08,1.40417287124418e-07,3.62326705196767e-06,1.98003563953752e-06,6.2431262043227e-07,2.76652439573049e-07,6.28125715453468e-07,1.3868341771735e-06,6.19539895690379e-08,1.2600541717892e-07,1.8223048951178e-08,1.40083321605593e-06,3.88925567371128e-07,2.53318999249582e-06,5.33277202377935e-06,1.17160656016272e-08,6.28609616246994e-06,5.67792164925101e-06,2.91117034866598e-07,7.06729636846529e-09,1.11196298700533e-07,1.27989632102834e-06,4.11864683171323e-07,8.95596021362414e-07,4.42901764057488e-08,8.86314720634691e-08,1.22232047585547e-07,3.55838279432174e-09,5.64091873177551e-07,2.54631845789466e-07,4.82410955049664e-08,7.15376022501526e-08,4.99625750498232e-08,1.59947646991971e-06,2.89224575951722e-06,1.09936769518543e-06,6.76685735091779e-08,4.46563679421263e-07,6.23462292776558e-07,4.42480121334161e-08,1.04704806015208e-07,2.36499052609637e-07,7.48765368467844e-08,6.68205855483849e-08,1.38193361533598e-06,1.03554994247621e-06,6.95567635099322e-08,5.3082829416794e-08,1.07094081537343e-07,4.95987954936394e-06,1.42251542829405e-06,1.25893205318248e-08,4.57228141622693e-07,3.94181564790825e-07,9.03805807918469e-08,0,1.89719652485526e-08,2.97150663662383e-07,1.45140221633904e-07,9.71288899149437e-08,3.76014602546271e-06,7.48783402908658e-06,4.31114597868509e-07,2.61586557894554e-08,4.55153539148269e-08,0,4.08447313264892e-08,6.79367129019991e-10,2.64826686372211e-08,1.48206845679547e-07,2.87928392383064e-07,2.97702068100117e-07,1.47947216304753e-09,5.20829039409499e-09,5.39094598659918e-08,0,2.82997485415121e-06,7.663494601871e-06,0,7.6425348889548e-07,1.26955953923146e-06,3.03075018667063e-06,1.80413538011738e-06,2.36191383490099e-06,9.89797781126714e-10,9.75110322634327e-07,9.37597976082024e-07,3.47485994483031e-07,1.24657382757688e-06,6.5477364961903e-07,7.31868373574209e-07,3.33170600418838e-06,2.92319318091241e-06,3.48191895890565e-08,3.05010912357914e-07,6.95569111468897e-07
"G84",3.87143792776521e-07,1.06779270884277e-06,8.02995846605979e-06,1.94056153268424e-07,7.82541737167562e-07,2.77513469894188e-07,0,2.21910001684486e-05,8.12254653533215e-06,4.15589495994831e-07,8.81035856199958e-07,9.43079180358221e-07,6.56435559319611e-06,1.84629941713866e-07,1.08397456436569e-07,3.02077848747681e-08,1.12127543040474e-06,1.52692607605019e-06,4.48719281471928e-06,7.01316059842901e-08,2.45170113156429e-07,3.10721877127786e-08,2.49886209408707e-08,8.05014564903117e-08,7.0140379191358e-07,2.44123551448991e-06,3.11004665935225e-06,1.40146572057145e-05,5.20013867938569e-08,7.66848328543708e-07,1.11236558339057e-06,1.45813728964896e-06,1.09348101899135e-06,1.31960425329375e-06,5.18212455304155e-07,2.85116378507192e-06,1.95665097851689e-07,9.34708709048542e-06,3.21637488543332e-06,1.89271817611379e-06,3.21218647369591e-06,7.25101182584105e-08,1.18956935902525e-06,9.40462686249303e-08,9.06649385285106e-07,3.12103339314439e-06,2.70040971757307e-07,4.30375723652627e-08,3.77058024214877e-06,3.4948821105781e-08,7.19101282192529e-07,4.84483534524637e-07,3.30722408311211e-06,4.81227377516075e-07,3.82608392043623e-07,6.08692744336291e-06,2.76058890299506e-06,1.73197383943151e-06,2.0166452213156e-07,0,1.492647876256e-07,5.65175000979207e-07,1.27926226054801e-06,1.24677497982383e-07,2.53803973283327e-06,7.4707455029161e-08,1.12296225653821e-07,2.0318570681644e-07,3.78182967006714e-07,1.88443306306045e-07,1.08500832458641e-07,2.55824109272724e-09,2.89247979497734e-08,7.43075184388441e-09,4.4679954604704e-07,8.82370696164726e-09,2.90515363913146e-08,1.840496107913e-09,5.22936318056585e-08,1.22633334484701e-07,8.16187342812191e-08,1.75582683803963e-07,3.63927983930086e-06,0,1.45746181561906e-06,1.19135058857384e-06,2.27563292942287e-06,1.22718289108009e-06,3.44252982654015e-08,2.5058537191435e-06,3.27587963168768e-07,5.68469658664025e-06,1.32548546119676e-06,1.03054027256538e-06,5.43942853123022e-07,1.33724687286415e-06,2.34815976474947e-07,5.85851345005107e-08,2.08179288022468e-08,1.21459438945382e-07
"G85",7.61268354460954e-07,4.00890375043205e-07,0,2.18546845358925e-06,5.83734892517731e-07,3.55320257962755e-07,1.44131901463605e-05,1.90461527736892e-07,3.40538783794145e-05,8.04918726699447e-08,1.02923923961776e-05,4.82258851656441e-06,1.16596709617085e-05,2.70075379239005e-08,7.7531715249663e-08,3.42369638190619e-07,1.0533716040039e-05,1.58752847399384e-06,2.75119197287098e-06,1.34603410630824e-08,1.75127912574457e-07,3.5577311544072e-08,5.72421148723225e-07,2.77162124868694e-08,9.56498039181595e-06,3.09990157886775e-07,2.36516109728226e-07,5.15589345448155e-06,1.17388333847196e-05,2.60787840025783e-07,2.06421366291041e-06,6.75668850585805e-08,2.07768704016854e-08,6.69422762562649e-07,4.82961588543472e-07,2.30596060099889e-06,5.78165505138451e-07,3.5417001163039e-05,3.2966120632079e-05,1.16919330242653e-06,7.74103351698624e-09,4.12920498953287e-07,4.63102916012057e-07,2.13196536385815e-07,1.07028592637277e-06,1.18389412848309e-07,1.84639617025822e-07,7.80609430649039e-07,1.1853450919571e-06,4.61449860936706e-06,2.01210635593723e-07,5.66205460403651e-07,1.43718844451491e-07,8.91385732235965e-08,3.86944614631926e-06,9.30536586520744e-07,1.05093154202411e-06,1.24524615716864e-05,2.60039470139592e-07,4.73751611776095e-07,6.86998248427398e-07,2.61785944666937e-08,2.96609094025766e-07,1.2147150360368e-07,2.36089476588795e-06,2.28925057893482e-07,3.90252774425491e-06,3.09585845734446e-07,4.23033176997163e-06,3.8185218514954e-08,2.44276037228426e-07,7.75236497458641e-09,1.37714682881459e-08,7.51333859083494e-07,8.12401273898871e-08,2.23237428921211e-07,4.40217466043563e-08,2.83921266093732e-08,1.30194427660328e-06,3.01982884978781e-09,3.04483741009941e-06,3.43475693556054e-08,4.41680834242637e-06,1.92668890900734e-05,0,1.94483486501493e-07,2.45473585775748e-05,2.16440602626816e-05,2.19122445036563e-07,1.94321513969481e-07,4.43766815821247e-07,4.26689071204221e-06,1.94677060135745e-05,4.02654839009189e-06,1.71813047233053e-06,6.93991951528547e-07,1.56612490158145e-07,6.9455096910434e-07,2.56124830515153e-07,8.16600037081853e-08
"G86",0,6.12051943728527e-08,0,2.83207926629026e-07,1.057787737606e-06,1.25902037253017e-08,2.22462894804493e-08,6.02420441987134e-08,6.86592303527529e-07,1.0409051929179e-07,7.09481067780134e-09,8.23798951649165e-08,2.28666255566295e-07,5.27899191011535e-08,4.49454436628184e-10,2.02046353567493e-07,0,9.1323971148168e-09,1.50267916792213e-08,3.66862786770957e-09,1.14948273753268e-09,2.06785889682622e-07,2.46034429968949e-08,0,1.2103588923384e-07,1.33256157407184e-06,1.21195131243647e-07,8.59152198511588e-08,2.2326814717457e-08,7.82069013097037e-08,2.27620948805344e-07,1.80762625301741e-09,9.2277973004082e-09,1.4752002999049e-07,6.45320898939716e-08,6.14284074318812e-08,1.22419715369616e-07,4.40770036550875e-07,4.35019901367587e-08,3.89842227214093e-08,4.45054336028624e-08,8.4867892183006e-07,1.47235470182319e-06,2.49050718942102e-08,2.05388597442359e-08,4.72107426210483e-08,1.65263477153159e-08,1.38130013046665e-07,2.83474464838659e-07,5.57840152194166e-07,7.77887388991067e-08,4.27720126697441e-07,3.09728928255052e-08,8.48651924352498e-07,6.94614420190068e-07,4.94854997385037e-09,4.91172882587617e-08,1.07448415083824e-06,0,4.34422506274865e-08,1.59196782574737e-08,1.42332867328454e-06,8.61469000284688e-08,0,5.40564549500187e-07,1.20235417150293e-07,3.10747176502471e-06,2.49727355573358e-07,5.81704141029738e-07,5.98343616324566e-10,2.52323480471868e-08,1.08166438233585e-09,1.83487229365384e-08,7.37045735543049e-09,4.28604741622818e-08,2.38145046194693e-08,3.36719429668238e-09,1.75703434483317e-08,2.77362916616477e-08,7.40191355007929e-09,7.15443643339514e-07,2.34598185941854e-06,7.39952377257152e-07,9.28407031718033e-07,1.80009630620235e-07,0,1.38120130555111e-06,2.913815041969e-08,9.56126574465074e-10,3.03861420421029e-07,1.08436180055557e-06,4.6645009902018e-07,8.5265789904116e-08,1.65307112072333e-07,2.76603312534523e-07,7.08762199359749e-07,9.10263973244358e-07,2.83026679057683e-07,7.70630091711705e-08,1.90710568974764e-07
"G87",9.98433584529389e-06,9.02401284991266e-07,3.56029816914927e-05,8.40540233757356e-06,6.01318147396146e-06,2.77936440387934e-06,1.01126441916918e-06,2.62074983492986e-06,4.56262435410703e-05,6.66657998731581e-07,1.8461790616447e-05,9.6708939881378e-06,4.01625329105497e-06,3.49076310561215e-06,1.90335062093913e-06,4.08689108849635e-06,6.44989079977777e-05,2.2459396318121e-05,2.58754724854762e-05,1.63736044107345e-07,1.1199411877937e-07,5.43556779503218e-06,4.15023696599561e-08,5.00782563203695e-08,8.28975127576725e-06,1.33925236091846e-06,7.11365261934182e-07,8.52638487741076e-07,7.96124949440789e-07,2.27208561279715e-07,1.74483030134971e-07,1.39895647314197e-08,1.42084217930142e-06,6.89801143802284e-08,1.08670235497174e-06,9.24684065766654e-07,4.66081026784921e-07,6.08883249811644e-05,5.47899937379314e-05,5.87190404829282e-06,4.64474388075398e-07,1.15736855128643e-06,1.04075585252907e-06,1.63394219994243e-07,2.4856235405171e-07,2.65887367776932e-06,6.93806197823062e-07,1.76120216783748e-06,6.77547072186529e-06,4.88231914516933e-07,1.13254816197699e-05,2.39835925040678e-07,2.50038931919639e-06,5.16774946106032e-06,7.99712683854406e-06,5.45765729011146e-06,8.35509360672903e-06,1.63101156253886e-05,2.67856953931372e-07,3.07351975982249e-06,5.44435255643343e-08,2.92000957768641e-06,2.95276299165801e-06,7.99445484193573e-07,1.73990161075715e-05,5.21786468262702e-06,1.30748895897171e-06,3.56729390643514e-06,1.46773227149924e-07,0,8.99450709697161e-07,2.12121549381792e-08,1.4247045613395e-08,4.14944968552044e-08,4.26598726909807e-08,9.4071911102129e-07,2.63662248140025e-08,2.25672883454566e-08,2.35867411061713e-07,3.12607032281655e-09,2.1668557881483e-05,1.180566267898e-06,4.16180275530216e-05,1.2502176751922e-05,5.98357416819781e-05,4.78901299100227e-05,0,4.52583433506145e-05,9.04508655818771e-08,4.74808297110941e-08,5.5173634694871e-06,3.3773498299706e-06,1.37632869476572e-06,2.15427731596023e-06,4.85106420360491e-05,1.24072797167654e-06,1.73719101158126e-06,3.57398062694379e-07,7.19670033772608e-07,2.1656761438353e-06
