,Unnamed: 0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G74,G75,G76,G77,G78,G79,G80,G81,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99,G100,G0
G44,0.0,0.138675253,0.133164083,0.128889982,0.092462286,0.042351227,0.056664871,0.061528457,0.12304465,0.028636142,0.16865489,0.077671958,0.084595684,0.05057988,0.025989894,0.029584258,0.108047543,0.063489136,0.148460543,0.126684704,0.093526275,0.01797308,0.125521216,0.090062816,0.232828221,0.144842173,0.100401012,0.133560834,0.127135827,0.115069732,0.077317758,0.301125827,0.061001534,0.13900058,0.086366815,0.089047371,0.095603056,0.055990873,0.038670054,0.059259468,0.061729478,0.011786441,0.087466022,0.107760292,0.0,0.073274664,0.104666121,0.103258318,0.111035976,0.140352659,0.19987112,0.081201044,0.061064196,0.137243601,0.126151619,0.145039992,0.085148728,0.11046773,0.149507009,0.223795307,0.221339706,0.138685258,0.264239876,0.165150827,0.202863221,0.124202605,0.119245915,0.085394924,0.140636141,0.115703007,0.055359029,0.061890832,0.047024504,0.0971844,0.112431992,0.202075689,0.056308955,0.071119929,0.139994736,0.172021952,0.111110204,0.130910435,0.021530324,0.092095865,0.094587803,0.08460313,0.097777646,0.013346739,0.08609442,0.083569837,0.050021344,0.041848438,0.04629227,0.07083667,0.20678425,0.112219439,0.066701891,0.080885558,0.049350265,0.035176055,0.105191524,0.142082759
G45,0.0,0.121296091,0.063263846,0.046438227,0.079890463,0.002319171,0.003941283,0.076425483,0.084088219,0.039786301,0.104828553,0.057607076,0.143660792,0.07015171,0.021552332,0.024560105,0.043648677,0.114386203,0.063938336,0.034309221,0.068921615,0.018007576,0.114150558,0.091075932,0.095759646,0.053223256,0.007888228,0.043793756,0.109987993,0.033205821,0.034946209,0.079241116,0.009495233,0.04251686,0.043119418,0.043112309,0.039576407,0.017695422,0.046716302,0.037039836,0.061193198,0.010045436,0.025712591,0.055314045,0.073274664,0.0,0.022524463,0.007424787,0.131141303,0.089346586,0.11150311,0.03828924,0.061560438,0.047815698,0.06813648,0.037060229,0.02977096,0.053798738,0.104509204,0.135382223,0.131773128,0.109031935,0.105938356,0.121324414,0.231688551,0.028297174,0.034499819,0.09240181,0.112045198,0.042823246,0.018208504,0.015316639,0.008590097,0.024087337,0.082254899,0.058749912,-0.004334994,0.032685522,0.075470447,0.109471901,0.081176309,0.048893205,0.027694431,0.032076361,0.072941945,0.048776767,0.045834056,0.014960726,0.095398456,0.042303929,0.042363584,0.120494468,0.044549309,0.063357075,0.203709187,0.077629808,0.075287194,0.038931812,0.065307667,-0.008747264,0.007434494,0.049630188
G46,0.0,0.175580403,0.149320825,0.076820506,0.131114646,0.041952946,0.035421557,0.088431784,0.110708781,0.060845894,0.058668796,0.088188416,0.097172869,0.074832741,0.041080816,0.039774407,0.117532968,0.083294884,0.116154674,0.068619805,0.041277188,0.000563161,0.100939812,0.109193717,0.092226293,0.09002556,0.019857492,0.067035457,0.087352497,0.084563235,0.101255438,0.063271173,0.008274145,0.049150473,0.003204884,0.030762326,0.034581896,0.078150788,0.098369017,0.066608671,0.043568722,-0.005010574,0.05180535,0.023651304,0.104666121,0.022524463,0.0,0.041021317,0.112512507,0.10800661,0.141276338,0.06380887,0.065711072,0.071794369,0.14510363,0.121846336,0.098040082,0.091737114,0.087465407,0.167128767,0.108214064,0.056256443,0.094964285,0.014262945,0.035705047,0.038020548,0.074837212,0.082975124,0.105247727,0.090737694,0.056563842,0.092074043,0.061821606,0.108464767,0.091772208,0.047615658,0.077344947,0.067054087,0.043832063,0.022427783,0.03179871,0.081151205,0.054101871,0.084409422,0.079720875,0.033412798,0.063777167,0.095138384,0.049755382,0.080659267,0.061011748,0.012020412,0.027288923,0.052353042,0.097284942,0.017397562,0.04010674,0.038270022,0.053195056,0.018087526,0.068084249,0.023809775
G47,0.0,0.190225056,0.1646513,0.094607759,0.190201905,0.078116946,0.023340482,0.087481902,0.154953216,0.018050036,0.113630949,0.066844564,0.105860058,0.062733383,0.022368463,0.026745059,0.060210816,0.099563615,0.085123762,0.027783863,0.051843031,0.014492753,0.123053578,0.191692137,0.218055559,0.217984367,0.056445005,0.012782848,0.096054187,0.167106663,0.047753896,0.148626287,0.009238795,0.037904431,0.023337854,0.064634554,0.041288121,0.158251854,0.082821117,0.032007708,0.031465639,0.014973734,0.069777658,0.057695327,0.103258318,0.007424787,0.041021317,0.0,0.167220234,0.100153541,0.13105583,0.010288774,0.059410305,0.079009637,0.101184881,0.129516871,0.072633303,0.136510886,0.065283499,0.239455765,0.231531217,0.163359029,0.177281637,0.029008109,0.11273408,0.133505367,0.089913873,0.09589313,0.202690538,0.191452356,0.147444718,0.170011599,0.157479185,0.200889886,0.173745271,0.192901953,0.142393827,0.162711666,0.067810955,0.027944005,0.045658646,0.108355997,0.045773602,0.035196806,0.033807591,0.051374065,0.072016699,0.049484365,0.022013338,0.171540143,0.071157927,0.016467184,0.071866303,0.073360955,0.066454095,0.102127482,0.043880509,0.05878432,0.116351123,0.023156515,0.059689826,0.132834332
G48,0.0,0.232924167,0.174878536,0.07265301,0.185116389,0.121760073,0.056091982,0.095722421,0.178092236,0.033111627,0.152984866,0.0392766,0.125946186,0.054851614,0.029114708,0.031377992,0.093672122,0.091159632,0.100599828,0.075263165,0.020721723,0.015888024,0.167827666,0.208708042,0.248418874,0.206721231,0.048440945,0.055722385,0.172451619,0.180374602,0.069164329,0.09131183,0.009238795,0.065245537,0.018952284,0.173584207,0.080984748,0.164829856,0.030322448,0.050972589,0.094191975,0.009894722,0.075764228,0.065572211,0.111035976,0.131141303,0.112512507,0.167220234,0.0,0.108862421,0.141066629,0.038918822,0.048556686,0.086600039,0.10737174,0.149540008,0.073158309,0.141684145,0.152670578,0.210307452,0.205275263,0.201498811,0.187916846,0.051892512,0.11845356,0.098527859,0.145942802,0.137024815,0.305425863,0.161030404,0.1526772,0.166731332,0.162711666,0.186550507,0.201423425,0.150091373,0.111267516,0.186807091,0.102188598,0.057677266,0.032261523,0.117641143,0.042734846,0.041683063,0.101196207,0.120489063,0.110341272,0.027641796,0.090848701,0.195635568,0.066564815,0.11344122,0.068948107,0.063098101,0.158441328,0.08045144,0.083434895,0.087332458,0.113021298,0.0614175,0.026761588,0.136155089
G49,0.0,0.154697123,0.121271695,0.135289844,0.168744702,0.0917014,0.028175189,0.10467586,0.126366539,0.134240165,0.11791968,0.088286263,0.146458253,0.098038778,0.022679243,0.022679243,0.113954391,0.101732442,0.101228774,0.149352873,0.073246327,0.016271455,0.151792715,0.182781689,0.107976091,0.162524905,0.060597968,0.10204873,0.087109811,0.103778749,0.162610232,0.11855537,0.014867204,0.155221119,0.126301779,0.101657796,0.033722399,0.04833644,0.133233773,0.097539198,0.100293731,0.029411947,0.095054425,0.090909641,0.140352659,0.089346586,0.10800661,0.100153541,0.108862421,0.0,0.144497937,0.060048749,0.09771679,0.106655297,0.148467371,0.142275184,0.124690761,0.188211333,0.127920553,0.106931711,0.097552723,0.080895442,0.09675421,0.09211072,0.112104363,0.062366889,0.13190848,0.069597688,0.184859985,0.165492883,0.051129055,0.101308801,0.05508041,0.099273337,0.099120288,0.096271188,0.051568406,0.079175835,0.072829806,0.08168439,0.021258407,0.178399901,0.083651901,0.108808172,0.050009241,0.089085296,0.165204399,0.058825306,0.072214171,0.095064003,0.066612353,0.051482288,0.093110629,0.13540502,0.114705395,0.079045906,0.15932897,0.111981518,0.096255835,0.170710657,0.095861627,0.19665921
G50,0.0,0.270698283,0.234561849,0.09214677,0.106757456,0.105328728,0.04213269,0.126451987,0.177594186,0.074256772,0.184553994,0.112833152,0.10143496,0.055459406,0.021377731,0.021974967,0.159559812,0.18617518,0.095760935,0.07508818,0.141454654,0.045636163,0.140258174,0.13966396,0.272335169,0.128834827,0.092677088,0.151897438,0.15820554,0.120719203,0.084956177,0.203284394,0.010592291,0.095318847,0.09411881,0.072457554,0.068231265,0.050132802,0.062929577,0.101058334,0.16529669,0.049027666,0.158043919,0.184832889,0.19987112,0.11150311,0.141276338,0.13105583,0.141066629,0.144497937,0.0,0.155711218,0.080195849,0.165603701,0.202726631,0.106874753,0.161373799,0.194378317,0.096746214,0.226390257,0.236829252,0.226971124,0.212479711,0.168650868,0.234262802,0.140485628,0.101238337,0.0893846,0.165005971,0.114633477,0.025523041,0.11166445,0.033909851,0.058223549,0.099723807,0.165783303,0.137903059,0.058005276,0.133289541,0.102245106,0.132585454,0.157990304,0.071533514,0.123453993,0.078587403,0.074584026,0.232704076,0.06646861,0.110593932,0.068784486,0.115074602,0.128942726,0.094264229,0.080090412,0.18540257,0.167411326,0.109739301,0.142799093,0.088365853,0.07444432,0.066868927,0.17618046
G51,0.0,0.077066545,0.118138866,0.059887247,0.048858918,0.033085449,0.00153399,0.049297533,0.109982267,0.012876484,0.07948463,0.044913761,0.148979629,0.050937304,0.021974967,0.021974967,0.063893931,0.040758201,0.047846583,0.03117088,0.052291483,0.0511669,0.07415131,0.123239494,0.147455641,0.078460048,0.040178319,0.04398013,0.134157714,0.075874674,0.056195379,0.052342402,0.009758421,0.093428135,0.019229454,0.034035636,0.03415629,0.049663765,0.030316636,0.048220873,0.052714418,0.027307752,0.018320393,0.059865115,0.081201044,0.03828924,0.06380887,0.010288774,0.038918822,0.060048749,0.155711218,0.0,0.034859807,0.080428187,0.147029604,0.104946209,0.0855904,0.085887438,0.072851233,0.086212813,0.133722322,0.107889698,0.101161381,0.014116857,0.086593789,0.058645857,0.138299738,0.085743732,0.125479548,0.09315035,0.020227279,0.051977397,0.020905672,0.072845466,0.057913157,0.146111395,0.055287079,0.045001097,0.063857657,0.04662617,0.054411768,0.066780944,0.055806033,0.036278266,0.035485296,0.060515448,0.037805889,0.064214216,0.127840786,0.063185648,0.018412499,0.042436682,0.074874884,0.03057321,0.164970258,0.033023812,0.070851423,0.071812851,0.056395359,0.069825614,0.003238323,0.058718917
G52,0.0,0.12214285,0.189098895,0.09751427,0.133412159,0.047468315,0.009786251,0.019929864,0.116115737,0.031205914,0.14813336,0.048351031,0.113454336,0.073580573,0.025989894,0.025989894,0.061950096,0.082815264,0.051464539,0.049511195,0.03711256,0.023666548,0.113096661,0.073249949,0.093930675,0.089569809,0.01508766,0.013467878,0.088278456,0.078625852,0.022958783,0.093426227,0.008506724,0.08284404,0.016470931,0.120417899,0.043976209,0.045513447,0.075352642,0.04577971,0.075335778,0.052192916,0.156219041,0.054995319,0.061064196,0.061560438,0.065711072,0.059410305,0.048556686,0.09771679,0.080195849,0.034859807,0.0,0.120169194,0.20291292,0.126305215,0.11624763,0.113642711,0.112705213,0.125338948,0.076838388,0.092393942,0.074034011,0.01405678,0.049756578,0.05585929,0.061686766,0.056968996,0.17278774,0.09631942,0.032901774,0.126326963,0.058177754,0.108958033,0.079912342,0.087177828,0.068527781,0.063410235,0.042195363,0.0165598,0.034293564,0.101381321,0.075846004,0.070262029,0.05316359,0.033105731,0.068942883,0.058180688,0.125984086,0.081594787,0.032480495,0.014886408,0.087619663,0.060455784,0.173117948,0.04153534,0.034858791,0.086794098,0.079185288,0.015821497,0.064651623,0.115760477
G53,0.0,0.163623266,0.094998401,0.092869201,0.10055032,0.050679498,0.044597651,0.081158494,0.160554886,0.035037584,0.114687013,0.064281267,0.119032017,0.066836035,0.065772959,0.041024961,0.087032593,0.121040929,0.083673176,0.052446701,0.065596234,0.024317606,0.163466083,0.067688091,0.13472577,0.084627623,0.066852431,0.041173702,0.072756535,0.084457627,0.081593161,0.117473909,0.016825045,0.052036339,0.074304328,0.057945776,0.074472015,0.046173811,0.075197382,0.078615613,0.057058307,0.022314333,0.017163271,0.065601639,0.137243601,0.047815698,0.071794369,0.079009637,0.086600039,0.106655297,0.165603701,0.080428187,0.120169194,0.0,0.146175083,0.132755033,0.223320645,0.138044243,0.104140716,0.116688406,0.11159276,0.078638915,0.104021663,0.08119695,0.118732297,0.064040933,0.068821713,0.039475824,0.092083949,0.064354421,0.039676372,0.084795792,0.048844715,0.107814634,0.078373179,0.041415271,0.09847418,0.054077197,0.086198169,0.080043978,0.062922321,0.087142244,0.040546479,0.098368011,0.07784484,0.058265394,0.124013605,0.077333413,0.059024737,0.066169886,0.050006364,0.090536424,0.023401718,0.089792763,0.161216732,0.088628099,0.052983351,0.071291874,0.07607399,0.093174179,0.025916208,0.206152735
G54,0.0,0.214696068,0.16039149,0.110768646,0.107795861,0.081769271,0.026765631,0.063125011,0.195202575,0.040165147,0.149665527,0.066871992,0.121144234,0.04120379,0.020797817,0.020234251,0.103878831,0.047017969,0.129095358,0.08544741,0.046535436,0.017274008,0.135826243,0.125690485,0.204601833,0.112509735,0.091526216,0.087360116,0.117437533,0.130572903,0.13428763,0.194104948,0.010306538,0.072269036,0.068953304,0.123142482,0.0929258,0.150089193,0.072381253,0.069204307,0.053456689,0.049463895,0.100497556,0.081232152,0.126151619,0.06813648,0.14510363,0.101184881,0.10737174,0.148467371,0.202726631,0.147029604,0.20291292,0.146175083,0.0,0.153754157,0.185898138,0.127439642,0.157995964,0.219761242,0.143187757,0.074030728,0.150048696,0.11159899,0.135180626,0.104185769,0.11805876,0.124369827,0.22515922,0.151301606,0.064331798,0.118855408,0.063628134,0.094888269,0.159075394,0.174574872,0.17677557,0.08772356,0.051424289,0.087489668,0.050726312,0.169201937,0.127108966,0.087434173,0.100023051,0.100497486,0.187300664,0.057343739,0.129917481,0.09761978,0.099040553,0.068763134,0.071466755,0.083261674,0.211596175,0.156459625,0.101803274,0.093764532,0.089237208,0.135160031,0.111109938,0.123267478
G55,0.0,0.124677287,0.151189662,0.112207558,0.111875862,0.051183903,0.008070448,0.037342396,0.115325957,0.060151466,0.099988749,0.072761217,0.093244078,0.043708254,0.046267342,0.021747982,0.095851794,0.082155669,0.041547824,0.018652897,0.028697744,0.043492219,0.080352629,0.128377248,0.107884751,0.124033728,0.031862451,0.038127627,0.144634882,0.083296789,0.08807618,0.16951299,0.012860225,0.035087031,0.059380812,0.121021626,0.078412825,0.093725505,0.073182814,0.047116667,0.043363235,0.003906865,0.052886585,0.030848097,0.145039992,0.037060229,0.121846336,0.129516871,0.149540008,0.142275184,0.106874753,0.104946209,0.126305215,0.132755033,0.153754157,0.0,0.195977829,0.10795246,0.130716371,0.121460432,0.209248375,0.073193044,0.106226335,0.091804017,0.224421547,0.08898004,0.1275106,0.07829276,0.12714243,0.060069356,0.062180159,0.094932768,0.064628376,0.093506067,0.170838817,0.154766026,0.093904991,0.088723801,0.086201666,0.082134348,0.02741873,0.16071248,0.057298513,0.076921023,0.074988911,0.056634212,0.101253181,0.102625458,0.041413467,0.105138528,0.060368764,0.05044293,0.114130219,0.074790853,0.162206246,0.167810813,0.090049887,0.078137767,0.10302633,0.032936655,0.091930228,0.200571427
G56,0.0,0.092767698,0.141983381,0.098080519,0.151153244,0.041246754,0.014913999,0.027515808,0.102484239,0.020801372,0.107493919,0.04334958,0.099008733,0.061821606,0.027435164,0.027435164,0.097373763,0.062769571,0.103998392,0.094665969,0.031829895,0.054134573,0.157425475,0.08737708,0.089266259,0.145056266,0.066684566,0.075592277,0.170595166,0.096780399,0.101222777,0.114010536,0.008274145,0.053467233,0.04567702,0.084391879,0.073090051,0.11375984,0.127348773,0.066308027,0.050113554,0.051259346,0.115467927,0.074059502,0.085148728,0.02977096,0.098040082,0.072633303,0.073158309,0.124690761,0.161373799,0.0855904,0.11624763,0.223320645,0.185898138,0.195977829,0.0,0.163460941,0.181988416,0.118240579,0.110384162,0.062764871,0.192168361,0.065678057,0.082821289,0.099650217,0.158357668,0.172455047,0.106892616,0.117214682,0.088100204,0.074176383,0.027508987,0.06838694,0.070479657,0.150425065,0.099263306,0.051604412,0.037100668,0.018887757,0.03939022,0.092028162,0.042669731,0.089906047,0.09255462,0.125867571,0.09509318,0.08629262,0.054750211,0.063697101,0.131938706,0.016379783,0.018094407,0.134700177,0.081125855,0.057352842,0.065281604,0.137271221,0.109280545,0.083240767,0.063970625,0.146993029
G57,0.0,0.177525293,0.192429927,0.049158373,0.133035193,0.057001018,0.01045871,0.097915145,0.120054411,0.067926686,0.145508594,0.097114681,0.099232876,0.071780799,0.032147983,0.040368929,0.091076869,0.101287458,0.07730627,0.093611369,0.079877206,0.028896956,0.109373841,0.129328789,0.065721683,0.195053295,0.093142287,0.116452424,0.11076104,0.073346399,0.08675962,0.096252698,0.008506724,0.039956106,0.078960601,0.091305062,0.118531054,0.080286773,0.095803603,0.063585547,0.111651433,0.021091721,0.070462113,0.151328994,0.11046773,0.053798738,0.091737114,0.136510886,0.141684145,0.188211333,0.194378317,0.085887438,0.113642711,0.138044243,0.127439642,0.10795246,0.163460941,0.0,0.108992183,0.111399894,0.176662041,0.099537426,0.11133896,0.043043285,0.086130803,0.125362843,0.105756246,0.098071189,0.114332785,0.152884753,0.03873805,0.15169793,0.049266469,0.091376232,0.093183756,0.112533504,0.062290976,0.073361894,0.055716554,0.022183813,0.031529452,0.159082066,0.098056002,0.089149446,0.056690436,0.074367084,0.085826544,0.087220481,0.174210885,0.081696419,0.036802794,0.054395137,0.089213895,0.033008021,0.176788567,0.115872722,0.142236547,0.090371535,0.093829077,0.091579332,0.068141207,0.1795046
G58,0.0,0.137401501,0.140492012,0.110946535,0.17585075,0.068127894,0.034700758,0.088697029,0.069067101,0.093971547,0.074574953,0.146475428,0.128052234,0.10090396,0.02493606,0.018633016,0.081424841,0.111773755,0.147558072,0.10773091,0.056080878,0.038866717,0.124910801,0.089465577,0.151843239,0.115021913,0.05091869,0.057083236,0.036537712,0.099168627,0.051685857,0.090828934,0.009238795,0.058739117,0.077970943,0.013774015,0.06050564,0.061930244,0.106610678,0.108215993,0.081415678,0.024010266,0.105161401,0.050990418,0.149507009,0.104509204,0.087465407,0.065283499,0.152670578,0.127920553,0.096746214,0.072851233,0.112705213,0.104140716,0.157995964,0.130716371,0.181988416,0.108992183,0.0,0.103851743,0.133166845,0.063565873,0.138162244,0.063936049,0.103898174,0.046306977,0.089644496,0.122607971,0.080550123,0.117844014,0.064785618,0.122278367,0.055700703,0.090849741,0.110346776,0.096195136,0.072760962,0.079796128,0.054099439,0.065451103,0.034228239,0.146469226,0.053981641,0.125187879,0.110723242,0.156048688,0.113594598,0.1040187,0.17981848,0.095684296,0.08016217,0.040781343,0.034073531,0.083123083,0.152186681,0.013507008,0.071732016,0.07591905,0.063731161,0.167772692,0.152428629,0.184830566
G59,0.0,0.216624684,0.196997677,0.077552538,0.126765169,0.098706516,0.071669485,0.184996154,0.19185982,0.047473049,0.187535426,0.08692701,0.087379997,0.060107811,0.018418472,0.025989894,0.103097043,0.068164462,0.09511186,0.144165627,0.165116607,0.019208485,0.149418824,0.174654784,0.358079868,0.185769052,0.08282555,0.075065878,0.180901868,0.167665053,0.091169304,0.215217857,0.005659259,0.056821661,0.04734546,0.152500921,0.085761926,0.160528953,0.045458278,0.048842725,0.05098025,0.014555031,0.057047424,0.121161213,0.223795307,0.135382223,0.167128767,0.239455765,0.210307452,0.106931711,0.226390257,0.086212813,0.125338948,0.116688406,0.219761242,0.121460432,0.118240579,0.111399894,0.103851743,0.0,0.37450196,0.301115058,0.285111465,0.166778039,0.253867025,0.128398334,0.157065797,0.114965044,0.24156049,0.182144798,0.127296473,0.139285362,0.140910475,0.186457278,0.229987568,0.288036021,0.189891038,0.1650059,0.271118883,0.138174269,0.182700537,0.136620392,0.074193501,0.128263424,0.117861638,0.106715825,0.134310369,0.048719759,0.111592964,0.170254841,0.122777822,0.096711109,0.063944335,0.117015692,0.190937501,0.188203534,0.087665153,0.103876921,0.088895735,0.096331548,0.150261515,0.144887379
G60,0.0,0.210168034,0.175208211,0.086273954,0.17316826,0.13241407,0.058180529,0.074329458,0.193508878,0.050296543,0.147437614,0.074246024,0.074940171,0.04740706,0.016679858,0.037140995,0.094820421,0.060010323,0.1076301,0.103805857,0.131711146,0.016983986,0.203655461,0.225284735,0.403550661,0.246557009,0.048207432,0.064192054,0.142703072,0.206925322,0.057101959,0.195352224,0.008274145,0.095456618,0.09473267,0.110072978,0.093487394,0.197509579,0.117722494,0.063670808,0.062596145,0.031089693,0.14282493,0.082478005,0.221339706,0.131773128,0.108214064,0.231531217,0.205275263,0.097552723,0.236829252,0.133722322,0.076838388,0.11159276,0.143187757,0.209248375,0.110384162,0.176662041,0.133166845,0.37450196,0.0,0.309993798,0.362644214,0.169271741,0.228927207,0.071840043,0.118464412,0.089797671,0.252128296,0.211331401,0.146480069,0.168980476,0.157479185,0.204599059,0.206337564,0.303981459,0.151435431,0.18157461,0.184187907,0.128004686,0.139742168,0.147725341,0.043341608,0.081690603,0.113140051,0.078592611,0.10923312,0.065413744,0.1021534,0.189438438,0.117480833,0.058742131,0.047137238,0.112197101,0.226404437,0.177584882,0.134745594,0.139860556,0.081659145,0.164507288,0.104537059,0.181645828
G61,0.0,0.175570928,0.13232269,0.04459534,0.115521451,0.083216441,0.025643878,0.086299994,0.153239918,0.043708992,0.147336707,0.032199172,0.0472964,0.026149953,0.004768428,0.004768428,0.057857266,0.068408281,0.099636856,0.095145934,0.160658348,0.025011167,0.053425477,0.176299356,0.374655686,0.216914722,0.085214244,0.068554657,0.203752851,0.175701998,0.054260928,0.209433672,0.002370616,0.032772642,0.031694199,0.07908857,0.085528274,0.153351867,0.067552308,0.054581581,0.042693794,0.010745715,0.069076626,0.120896722,0.138685258,0.109031935,0.056256443,0.163359029,0.201498811,0.080895442,0.226971124,0.107889698,0.092393942,0.078638915,0.074030728,0.073193044,0.062764871,0.099537426,0.063565873,0.301115058,0.309993798,0.0,0.25453552,0.186716639,0.251782581,0.092998833,0.100109218,0.127337518,0.194072399,0.155758123,0.125032198,0.171403956,0.141806635,0.165835723,0.174525765,0.258299343,0.120760428,0.16590206,0.235869161,0.173524874,0.163837593,0.065573508,0.03706311,0.079091213,0.067568592,0.080011299,0.084745368,0.039605618,0.08345598,0.167990567,0.050808216,0.064235848,0.089514388,0.089511565,0.188257463,0.14399713,0.097231704,0.085486903,0.069670621,0.081348748,0.094704727,0.135327832
G62,0.0,0.242729663,0.154414011,0.109562188,0.24919657,0.142610642,0.009295536,0.091666509,0.184282261,0.068546288,0.165161103,0.101346672,0.108944832,0.04570745,0.027482626,0.021390763,0.103135345,0.118860029,0.128520847,0.063775783,0.106356649,0.048903456,0.131887524,0.174179186,0.334587558,0.17126728,0.061021405,0.107408462,0.151419804,0.207271862,0.087682189,0.254348994,0.012503007,0.040127614,0.04150494,0.060411962,0.145858501,0.224555946,0.038379878,0.076940174,0.056605845,0.021856467,0.040088503,0.129765255,0.264239876,0.105938356,0.094964285,0.177281637,0.187916846,0.09675421,0.212479711,0.101161381,0.074034011,0.104021663,0.150048696,0.106226335,0.192168361,0.11133896,0.138162244,0.285111465,0.362644214,0.25453552,0.0,0.168718652,0.227834413,0.093665242,0.138423984,0.17549892,0.229050095,0.23187509,0.180896218,0.176941927,0.157479185,0.161185639,0.196820566,0.283811421,0.157398968,0.18157461,0.164792089,0.15212556,0.131803921,0.153206222,0.015655035,0.080047563,0.117517917,0.077531627,0.10946536,0.073499643,0.049436774,0.242165827,0.103169337,0.073272727,0.061605255,0.065588408,0.224240515,0.200757845,0.082338936,0.091349689,0.040354411,0.078938622,0.077081139,0.153159866
G63,0.0,0.054844934,0.115720439,0.060515397,0.080265008,0.043869574,0.020651709,0.047371634,0.138517515,0.025296144,0.085352807,0.035129826,0.100114978,0.062758128,0.042654256,0.033698763,0.051061914,0.048022282,0.079637453,0.152725331,0.157685544,0.008032525,0.08953662,0.038841453,0.165095478,0.101922803,0.07130775,0.050019844,0.150699035,0.088815591,0.038739982,0.180015548,0.023493237,0.029911381,0.023630426,0.062852837,0.062110473,0.012519045,0.033581935,0.009504405,0.032262352,0.026610098,0.025360261,0.092118823,0.165150827,0.121324414,0.014262945,0.029008109,0.051892512,0.09211072,0.168650868,0.014116857,0.01405678,0.08119695,0.11159899,0.091804017,0.065678057,0.043043285,0.063936049,0.166778039,0.169271741,0.186716639,0.168718652,0.0,0.184909076,0.094686641,0.072394019,0.050426514,0.12071382,0.053409678,0.008705208,0.035172211,0.017386178,0.062175397,0.0273311,0.1313989,-0.005014994,0.02261866,0.155355043,0.176830672,0.139742168,0.049389241,0.028760155,0.047485759,0.078932518,0.036169559,0.110108197,0.051567797,0.070657549,0.03339787,0.034725985,0.069759166,0.034442727,0.022642432,0.136734572,0.129668763,0.030085931,0.051399123,0.080151742,0.053509808,0.042467542,0.106735017
G64,0.0,0.139366955,0.095084338,0.175833695,0.066449981,0.063156055,0.036387348,0.091195421,0.073959777,0.039623645,0.122765491,0.06734584,0.117881034,0.057033301,0.016679858,0.016679858,0.082832536,0.085037751,0.101784763,0.109778399,0.124478156,0.035562768,0.098027,0.120266316,0.218534031,0.11829212,0.107898397,0.088946376,0.217655852,0.09756456,0.04219594,0.224797087,0.023493237,0.086706362,0.051106582,0.102849889,0.112307541,0.039701512,0.066121325,0.055057579,0.074621011,0.067684479,0.076958464,0.138077442,0.202863221,0.231688551,0.035705047,0.11273408,0.11845356,0.112104363,0.234262802,0.086593789,0.049756578,0.118732297,0.135180626,0.224421547,0.082821289,0.086130803,0.103898174,0.253867025,0.228927207,0.251782581,0.227834413,0.184909076,0.0,0.015284608,0.053687211,0.105621273,0.19637094,0.112085038,0.052003051,0.083341048,0.04122384,0.066205358,0.130259178,0.215921044,0.095543044,0.065319265,0.174073239,0.139120517,0.132585454,0.196769712,0.054048397,0.066921779,0.074889423,0.079698234,0.048210892,0.043192917,0.110887631,0.089515594,0.06661957,0.077488997,0.17384967,0.063630005,0.295117207,0.225086602,0.091268655,0.101856208,0.123825145,0.086798928,0.085512077,0.091075385
G65,0.0,0.152139257,0.074855834,0.077944679,0.139133344,0.040107028,0.016605437,0.028611183,0.088621136,0.068680152,0.088906067,0.069324979,0.0912185,0.07524069,0.023045507,0.027700525,0.096583988,0.108375164,0.057634232,0.026929862,0.046953708,0.028662336,0.109150669,0.059065032,0.086110802,0.075370006,0.038194237,0.070180423,0.076825899,0.047827591,0.068625343,0.027166928,0.007824612,0.087913047,0.034531741,0.071131652,0.077166372,0.035741066,0.125205357,0.058571608,0.087872838,0.052522821,0.087333814,0.126450835,0.124202605,0.028297174,0.038020548,0.133505367,0.098527859,0.062366889,0.140485628,0.058645857,0.05585929,0.064040933,0.104185769,0.08898004,0.099650217,0.125362843,0.046306977,0.128398334,0.071840043,0.092998833,0.093665242,0.094686641,0.015284608,0.0,0.167755293,0.075398854,0.09861149,0.082464008,0.004126729,0.104780179,0.007601713,0.036038119,0.11932472,0.061348254,-0.00236201,0.031697138,0.070030417,0.072376515,0.023841544,0.092264347,0.032415486,0.054587912,0.066420327,0.091285893,0.092520824,0.075314367,0.038714866,0.047085097,0.043760546,0.072780344,0.052287108,0.085834172,0.144460772,0.053673561,0.09057129,0.087815961,0.064862865,0.029402868,0.104477288,0.179274314
