source,target,weight
G1343,G2209,0.747
G1343,G2219,0.745
G1343,G2262,0.71
G1343,G2265,0.696
G1343,G2289,0.728
G1343,G2314,0.684
G1343,G2315,0.799
G1343,G2339,0.828
G1343,G2343,0.779
G1343,G2358,0.7
G1343,G2359,0.745
G1343,G2394,0.815
G1343,G2482,0.806
G1343,G2514,0.674
G1343,G2554,0.764
G1343,G2557,0.746
G1343,G2585,0.687
G1343,G2607,0.767
G1343,G2611,0.691
G1343,G2617,0.771
G1343,G2622,0.85
G1343,G2673,0.837
G1343,G2689,0.793
G1343,G2704,0.791
G1343,G2709,0.728
G1343,G2752,0.91
G1343,G2783,0.71
G1343,G2792,0.87
G1343,G2838,0.697
G1343,G2866,0.918
G1343,G2879,0.731
G1343,G2926,0.703
G1343,G2929,0.672
G1343,G2956,0.727
G1343,G2960,0.744
G1343,G2971,0.775
G1343,G2996,0.837
G1343,G3014,0.74
G1343,G3037,0.794
G1343,G3054,0.754
G1343,G3075,0.82
G1343,G3092,0.692
G1343,G3110,0.867
G1343,G3113,0.695
G1343,G3118,0.762
G1343,G3150,0.824
G1343,G3162,0.677
G1343,G3165,0.793
G1343,G3167,0.714
G1343,G3213,0.79
G1343,G3246,0.72
G1343,G3254,0.841
G1343,G3274,0.722
G1343,G3291,0.753
G1343,G3312,0.676
G1343,G3318,0.906
G1343,G3329,0.75
G1343,G3346,0.873
G1343,G3366,0.845
G1343,G3377,0.866
G1343,G3397,0.819
G1343,G3440,0.676
G1343,G3475,0.723
G1343,G3482,0.766
G1343,G3507,0.853
G1343,G3512,0.725
G1343,G3513,0.689
G1343,G3553,0.783
G1343,G3603,0.68
G1343,G3624,0.688
G1343,G3659,0.801
G1343,G3698,0.688
G1343,G3723,0.828
G1343,G3732,0.696
G1343,G3754,0.831
G1343,G3765,0.749
G1343,G3824,0.914
G1343,G3856,0.76
G1343,G3867,0.81
G1343,G3880,0.679
G1343,G3906,0.703
G1343,G3954,0.801
G1343,G3968,0.749
G1343,G4039,0.847
G1343,G4067,0.783
G1343,G4201,0.853
G1343,G4215,0.668
G1343,G4224,0.818
G1343,G4269,0.784
G1343,G4271,0.725
G1343,G4313,0.78
G1343,G4340,0.918
G1343,G4378,0.796
G1343,G4381,0.818
G1343,G4402,0.83
G1343,G4416,0.836
G1343,G4440,0.835
G1343,G4489,0.903
G1343,G4496,0.803
G1346,G1454,0.889
G1346,G3180,0.678
G1347,G4037,0.703
G1349,G1814,0.827
G1349,G2228,0.691
G1349,G2984,0.786
G1350,G1837,0.679
G1350,G2253,0.726
G1350,G3225,0.672
G1351,G3239,0.919
G1352,G1355,0.718
G1352,G1360,0.723
G1352,G1371,0.81
G1352,G1395,0.818
G1352,G1496,0.684
G1352,G1533,0.672
G1352,G1537,0.691
G1352,G1540,0.749
G1352,G1581,0.749
G1352,G1582,0.729
G1352,G1587,0.715
G1352,G1623,0.785
G1352,G1680,0.683
G1352,G1712,0.701
G1352,G1734,0.754
G1352,G1811,0.714
G1352,G1813,0.858
G1352,G1821,0.724
G1352,G1838,0.774
G1352,G1888,0.801
G1352,G1902,0.777
G1352,G1920,0.742
G1352,G1935,0.715
G1352,G1944,0.682
G1352,G1958,0.714
G1352,G1987,0.737
G1352,G1988,0.744
G1352,G2005,0.725
G1352,G2009,0.731
G1352,G2023,0.675
G1352,G2049,0.797
G1352,G2102,0.705
G1352,G2124,0.667
G1352,G2131,0.671
G1352,G2132,0.797
G1352,G2153,0.766
G1352,G2162,0.711
G1352,G2186,0.732
G1352,G2192,0.71
G1352,G2198,0.696
G1352,G2230,0.706
G1352,G2240,0.731
G1352,G2251,0.795
G1352,G2389,0.754
G1352,G2405,0.838
G1352,G2415,0.668
G1352,G2419,0.789
G1352,G2425,0.685
G1352,G2428,0.82
G1352,G2593,0.83
G1352,G2600,0.685
G1352,G2621,0.731
G1352,G2635,0.74
G1352,G2640,0.776
G1352,G2702,0.731
G1352,G2742,0.711
G1352,G2815,0.826
G1352,G2827,0.784
G1352,G2892,0.738
G1352,G2901,0.687
G1352,G2925,0.782
G1352,G2932,0.705
G1352,G2935,0.687
G1352,G2992,0.765
G1352,G2995,0.668
G1352,G2998,0.739
G1352,G3016,0.769
G1352,G3041,0.689
G1352,G3049,0.667
G1352,G3067,0.711
G1352,G3100,0.797
G1352,G3103,0.698
G1352,G3107,0.778
G1352,G3190,0.712
G1352,G3211,0.834
G1352,G3220,0.667
G1352,G3264,0.689
G1352,G3301,0.753
G1352,G3388,0.722
G1352,G3389,0.823
G1352,G3395,0.75
G1352,G3410,0.75
G1352,G3465,0.849
G1352,G3473,0.759
G1352,G3500,0.782
G1352,G3544,0.808
G1352,G3545,0.778
G1352,G3609,0.698
G1352,G3669,0.827
G1352,G3705,0.695
G1352,G3717,0.675
G1352,G3722,0.799
G1352,G3763,0.754
G1352,G3782,0.824
G1352,G3784,0.667
G1352,G3907,0.739
G1352,G3934,0.825
G1352,G3969,0.762
G1352,G3993,0.695
G1352,G4004,0.685
G1352,G4030,0.765
G1352,G4031,0.834
G1352,G4038,0.746
G1352,G4108,0.775
G1352,G4111,0.721
G1352,G4137,0.697
G1352,G4179,0.754
G1352,G4319,0.796
G1352,G4321,0.728
G1352,G4359,0.74
G1352,G4370,0.684
G1352,G4371,0.722
G1352,G4399,0.698
G1352,G4418,0.709
G1352,G4433,0.692
G1352,G4468,0.681
G1352,G4469,0.707
G1352,G4482,0.677
G1354,G1373,0.732
G1354,G1422,0.699
G1354,G1445,0.739
G1354,G1460,0.689
G1354,G1546,0.667
G1354,G1559,0.757
G1354,G1621,0.784
G1354,G1668,0.711
G1354,G1741,0.709
G1354,G1749,0.669
G1354,G1780,0.67
G1354,G1784,0.694
G1354,G1822,0.762
G1354,G1925,0.672
G1354,G1934,0.693
G1354,G2057,0.755
G1354,G2063,0.749
G1354,G2077,0.673
G1354,G2085,0.719
G1354,G2159,0.699
G1354,G2161,0.753
G1354,G2241,0.709
G1354,G2256,0.72
G1354,G2259,0.728
G1354,G2329,0.734
G1354,G2344,0.677
G1354,G2360,0.756
G1354,G2416,0.7
G1354,G2452,0.687
G1354,G2476,0.767
G1354,G2573,0.748
G1354,G2579,0.757
G1354,G2591,0.791
G1354,G2675,0.697
G1354,G2771,0.737
G1354,G2797,0.687
G1354,G2798,0.747
G1354,G2828,0.755
G1354,G2844,0.776
G1354,G2902,0.722
G1354,G2934,0.677
G1354,G2955,0.673
G1354,G2975,0.761
G1354,G2993,0.692
G1354,G3040,0.684
G1354,G3136,0.71
G1354,G3193,0.823
G1354,G3219,0.667
G1354,G3247,0.698
G1354,G3280,0.718
G1354,G3300,0.697
G1354,G3420,0.825
G1354,G3456,0.684
G1354,G3517,0.759
G1354,G3566,0.764
G1354,G3594,0.724
G1354,G3631,0.7
G1354,G3634,0.672
G1354,G3664,0.761
G1354,G3677,0.694
G1354,G3682,0.72
G1354,G3684,0.681
G1354,G3715,0.768
G1354,G3718,0.725
G1354,G3724,0.701
G1354,G3791,0.724
G1354,G3845,0.685
G1354,G3889,0.757
G1354,G4088,0.733
G1354,G4095,0.667
G1354,G4160,0.701
G1354,G4165,0.743
G1354,G4190,0.689
G1354,G4254,0.703
G1354,G4272,0.753
G1354,G4295,0.751
G1354,G4301,0.724
G1354,G4322,0.761
G1354,G4388,0.747
G1354,G4406,0.73
G1354,G4421,0.679
G1354,G4473,0.709
G1354,G4475,0.69
G1354,G4480,0.686
G1354,G4486,0.718
G1355,G1360,0.74
G1355,G1371,0.726
G1355,G1379,0.716
G1355,G1395,0.781
G1355,G1417,0.676
G1355,G1526,0.689
G1355,G1533,0.68
G1355,G1537,0.667
G1355,G1540,0.759
G1355,G1581,0.703
G1355,G1582,0.753
G1355,G1623,0.716
G1355,G1624,0.763
G1355,G1678,0.669
G1355,G1679,0.737
G1355,G1712,0.738
G1355,G1727,0.725
G1355,G1811,0.705
G1355,G1813,0.74
G1355,G1817,0.776
G1355,G1820,0.811
G1355,G1821,0.737
G1355,G1838,0.781
G1355,G1864,0.716
G1355,G1888,0.703
G1355,G1902,0.688
G1355,G1920,0.748
G1355,G1935,0.688
G1355,G1945,0.676
G1355,G1958,0.684
G1355,G1987,0.708
G1355,G1988,0.714
G1355,G1996,0.782
G1355,G2005,0.82
G1355,G2040,0.72
G1355,G2049,0.772
G1355,G2124,0.772
G1355,G2132,0.693
G1355,G2141,0.772
G1355,G2151,0.717
G1355,G2162,0.745
G1355,G2186,0.844
G1355,G2192,0.705
G1355,G2230,0.777
G1355,G2240,0.774
G1355,G2251,0.707
G1355,G2295,0.673
G1355,G2306,0.674
G1355,G2389,0.705
G1355,G2405,0.786
G1355,G2415,0.819
G1355,G2419,0.691
G1355,G2425,0.769
G1355,G2428,0.715
G1355,G2454,0.733
G1355,G2552,0.668
G1355,G2574,0.85
G1355,G2593,0.817
G1355,G2600,0.72
G1355,G2640,0.728
G1355,G2702,0.718
G1355,G2815,0.709
G1355,G2827,0.752
G1355,G2888,0.677
G1355,G2925,0.73
G1355,G2992,0.688
G1355,G2995,0.783
G1355,G3016,0.735
G1355,G3041,0.814
G1355,G3049,0.691
G1355,G3068,0.722
G1355,G3100,0.683
G1355,G3103,0.747
G1355,G3107,0.782
G1355,G3127,0.722
G1355,G3148,0.732
G1355,G3182,0.75
G1355,G3190,0.74
G1355,G3211,0.751
G1355,G3264,0.725
G1355,G3301,0.67
G1355,G3317,0.689
G1355,G3388,0.732
G1355,G3395,0.763
G1355,G3405,0.773
G1355,G3410,0.679
G1355,G3465,0.724
G1355,G3473,0.751
G1355,G3500,0.69
G1355,G3501,0.719
G1355,G3536,0.733
G1355,G3537,0.711
G1355,G3544,0.726
G1355,G3545,0.764
G1355,G3576,0.703
G1355,G3609,0.688
G1355,G3666,0.713
G1355,G3669,0.795
G1355,G3705,0.681
G1355,G3706,0.695
G1355,G3717,0.701
G1355,G3722,0.671
G1355,G3763,0.745
G1355,G3784,0.717
G1355,G3855,0.692
G1355,G3897,0.731
G1355,G3923,0.759
G1355,G3934,0.727
G1355,G3946,0.808
G1355,G3969,0.774
G1355,G3989,0.676
G1355,G4004,0.853
G1355,G4030,0.688
G1355,G4031,0.816
G1355,G4038,0.677
G1355,G4104,0.713
G1355,G4108,0.759
G1355,G4129,0.702
G1355,G4171,0.679
G1355,G4179,0.693
G1355,G4210,0.72
G1355,G4275,0.733
G1355,G4294,0.798
G1355,G4319,0.795
G1355,G4321,0.786
G1355,G4333,0.774
G1355,G4359,0.767
G1355,G4371,0.705
G1355,G4418,0.711
G1355,G4433,0.777
G1355,G4468,0.849
G1357,G1523,0.782
G1357,G3087,0.913
G1357,G3422,0.699
G1359,G2122,0.683
G1359,G2778,0.716
G1360,G1395,0.714
G1360,G1417,0.714
G1360,G1582,0.69
G1360,G1623,0.703
G1360,G1734,0.674
G1360,G1838,0.681
G1360,G1888,0.727
G1360,G1920,0.734
G1360,G1935,0.687
G1360,G1987,0.751
G1360,G1996,0.724
G1360,G2049,0.689
G1360,G2102,0.706
G1360,G2118,0.697
G1360,G2132,0.746
G1360,G2240,0.713
G1360,G2405,0.683
G1360,G2415,0.674
G1360,G2428,0.692
G1360,G2593,0.742
G1360,G2640,0.767
G1360,G2815,0.719
G1360,G2823,0.723
G1360,G2843,0.67
G1360,G2892,0.677
G1360,G2992,0.707
G1360,G2995,0.69
G1360,G3016,0.669
G1360,G3041,0.768
G1360,G3211,0.735
G1360,G3264,0.714
G1360,G3389,0.686
G1360,G3395,0.69
G1360,G3410,0.679
G1360,G3465,0.723
G1360,G3669,0.733
G1360,G3706,0.696
G1360,G3713,0.697
G1360,G3722,0.694
G1360,G3782,0.709
G1360,G3812,0.669
G1360,G3846,0.688
G1360,G4004,0.736
G1360,G4030,0.768
G1360,G4031,0.72
G1360,G4038,0.671
G1360,G4108,0.703
G1360,G4275,0.691
G1360,G4294,0.689
G1360,G4321,0.692
G1360,G4371,0.708
G1360,G4433,0.672
G1360,G4468,0.724
G1360,G4469,0.725
G1363,G1379,0.73
G1363,G1624,0.667
G1363,G1868,0.676
G1363,G1920,0.735
G1363,G1987,0.696
G1363,G1996,0.668
G1363,G2415,0.733
G1363,G2425,0.712
G1363,G2640,0.677
G1363,G2815,0.699
G1363,G2995,0.683
G1363,G3041,0.688
G1363,G3127,0.672
G1363,G3211,0.672
G1363,G3536,0.691
G1363,G3706,0.781
G1363,G3784,0.678
G1363,G3865,0.72
G1363,G3897,0.686
G1363,G3969,0.671
G1363,G4004,0.72
G1363,G4038,0.693
G1365,G2619,0.702
G1365,G3894,0.722
G1365,G4040,0.689
G1365,G4252,0.82
G1365,G4259,0.711
G1365,G4488,0.725
G1367,G2077,0.67
G1368,G1469,0.756
G1368,G2350,0.697
G1368,G3709,0.723
G1368,G3797,0.684
G1369,G2594,0.757
G1370,G1906,0.697
G1370,G1917,0.717
G1370,G2445,0.82
G1370,G2957,0.689
G1370,G3275,0.684
G1370,G3382,0.682
G1370,G4299,0.677
G1370,G4400,0.705
G1370,G4476,0.691
G1371,G1395,0.799
G1371,G1441,0.669
G1371,G1533,0.719
G1371,G1535,0.707
G1371,G1537,0.72
G1371,G1540,0.759
G1371,G1581,0.753
G1371,G1582,0.737
G1371,G1587,0.762
G1371,G1623,0.774
G1371,G1680,0.723
G1371,G1712,0.707
G1371,G1727,0.709
G1371,G1734,0.7
G1371,G1772,0.692
G1371,G1811,0.707
G1371,G1812,0.673
G1371,G1813,0.901
G1371,G1821,0.8
G1371,G1824,0.696
G1371,G1838,0.758
G1371,G1864,0.707
G1371,G1867,0.692
G1371,G1888,0.751
G1371,G1902,0.832
G1371,G1909,0.685
G1371,G1918,0.676
G1371,G1935,0.684
G1371,G1987,0.707
G1371,G1988,0.746
G1371,G2005,0.717
G1371,G2023,0.705
G1371,G2038,0.726
G1371,G2049,0.724
G1371,G2131,0.69
G1371,G2132,0.772
G1371,G2145,0.735
G1371,G2153,0.826
G1371,G2162,0.785
G1371,G2186,0.772
G1371,G2192,0.765
G1371,G2198,0.739
G1371,G2230,0.683
G1371,G2240,0.715
G1371,G2251,0.83
G1371,G2294,0.77
G1371,G2389,0.834
G1371,G2405,0.822
G1371,G2419,0.818
G1371,G2428,0.788
G1371,G2556,0.805
G1371,G2593,0.813
G1371,G2600,0.686
G1371,G2621,0.736
G1371,G2635,0.811
G1371,G2640,0.689
G1371,G2702,0.726
G1371,G2742,0.798
G1371,G2815,0.803
G1371,G2827,0.805
G1371,G2843,0.671
G1371,G2854,0.714
G1371,G2901,0.762
G1371,G2925,0.816
G1371,G2932,0.793
G1371,G2940,0.686
G1371,G2962,0.707
G1371,G2992,0.751
G1371,G2998,0.768
G1371,G3016,0.822
G1371,G3049,0.695
G1371,G3067,0.709
G1371,G3100,0.802
G1371,G3107,0.834
G1371,G3190,0.76
G1371,G3211,0.803
G1371,G3220,0.688
G1371,G3255,0.681
G1371,G3264,0.679
G1371,G3388,0.687
G1371,G3389,0.81
G1371,G3410,0.689
G1371,G3464,0.673
G1371,G3465,0.813
G1371,G3473,0.828
G1371,G3500,0.88
G1371,G3544,0.898
G1371,G3545,0.842
G1371,G3669,0.849
G1371,G3705,0.716
G1371,G3717,0.668
G1371,G3722,0.844
G1371,G3763,0.681
G1371,G3782,0.852
G1371,G3784,0.707
G1371,G3795,0.691
G1371,G3907,0.809
G1371,G3934,0.851
G1371,G3969,0.737
G1371,G3993,0.693
G1371,G4030,0.69
G1371,G4031,0.812
G1371,G4108,0.734
G1371,G4111,0.715
G1371,G4122,0.71
G1371,G4137,0.77
G1371,G4156,0.699
G1371,G4179,0.712
G1371,G4216,0.677
G1371,G4294,0.674
G1371,G4319,0.824
G1371,G4321,0.761
G1371,G4330,0.667
G1371,G4359,0.77
G1371,G4370,0.723
G1371,G4371,0.684
G1371,G4399,0.767
G1371,G4412,0.729
G1371,G4433,0.718
G1371,G4468,0.672
G1371,G4469,0.724
G1371,G4482,0.767
G1372,G1480,0.667
G1372,G1585,0.671
G1372,G1998,0.683
G1372,G2129,0.867
G1373,G1422,0.689
G1373,G1445,0.757
G1373,G1465,0.668
G1373,G1546,0.668
G1373,G1698,0.724
G1373,G1749,0.688
G1373,G1914,0.671
G1373,G2156,0.678
G1373,G2159,0.713
G1373,G2161,0.678
G1373,G2213,0.732
G1373,G2259,0.728
G1373,G2452,0.722
G1373,G2509,0.67
G1373,G2573,0.711
G1373,G2591,0.712
G1373,G2771,0.763
G1373,G2798,0.671
G1373,G2844,0.724
G1373,G2928,0.68
G1373,G2975,0.707
G1373,G3136,0.744
G1373,G3193,0.723
G1373,G3280,0.676
G1373,G3300,0.71
G1373,G3392,0.677
G1373,G3420,0.719
G1373,G3571,0.706
G1373,G3594,0.726
G1373,G3632,0.671
G1373,G3664,0.786
G1373,G3682,0.672
G1373,G3684,0.695
G1373,G3791,0.683
G1373,G3845,0.677
G1373,G3975,0.724
G1373,G4042,0.723
G1373,G4148,0.696
G1373,G4160,0.701
G1373,G4301,0.684
G1373,G4322,0.706
G1373,G4388,0.757
G1373,G4406,0.732
G1373,G4475,0.678
G1373,G4480,0.68
G1373,G4486,0.738
G1375,G3527,0.896
G1378,G1780,0.683
G1378,G2082,0.711
G1378,G2259,0.69
G1378,G2616,0.774
G1378,G2736,0.676
G1378,G2771,0.744
G1378,G2797,0.691
G1378,G2927,0.725
G1378,G2982,0.706
G1378,G2993,0.692
G1378,G3139,0.739
G1378,G3168,0.676
G1378,G3300,0.709
G1378,G3663,0.697
G1378,G3715,0.668
G1378,G4042,0.752
G1378,G4066,0.693
G1378,G4160,0.733
G1378,G4183,0.692
G1378,G4223,0.688
G1378,G4314,0.698
G1378,G4406,0.697
G1378,G4423,0.678
G1378,G4467,0.712
G1378,G4475,0.707
G1379,G1540,0.683
G1379,G1582,0.681
G1379,G1624,0.772
G1379,G1676,0.712
G1379,G1712,0.708
G1379,G1775,0.673
G1379,G1817,0.808
G1379,G1820,0.748
G1379,G1838,0.671
G1379,G1853,0.73
G1379,G1920,0.774
G1379,G1987,0.674
G1379,G1996,0.755
G1379,G2029,0.724
G1379,G2040,0.7
G1379,G2049,0.685
G1379,G2207,0.676
G1379,G2230,0.72
G1379,G2295,0.687
G1379,G2415,0.845
G1379,G2425,0.739
G1379,G2454,0.7
G1379,G2574,0.708
G1379,G2593,0.704
G1379,G2867,0.715
G1379,G2995,0.835
G1379,G3004,0.774
G1379,G3041,0.739
G1379,G3068,0.747
G1379,G3127,0.732
G1379,G3148,0.672
G1379,G3182,0.707
G1379,G3264,0.75
G1379,G3388,0.691
G1379,G3391,0.67
G1379,G3405,0.782
G1379,G3536,0.838
G1379,G3537,0.752
G1379,G3576,0.693
G1379,G3645,0.675
G1379,G3666,0.797
G1379,G3669,0.706
G1379,G3706,0.765
G1379,G3713,0.694
G1379,G3784,0.721
G1379,G3855,0.683
G1379,G3865,0.791
G1379,G3883,0.709
G1379,G3897,0.815
G1379,G3923,0.753
G1379,G3946,0.826
G1379,G3969,0.752
G1379,G4004,0.811
G1379,G4031,0.715
G1379,G4108,0.746
G1379,G4171,0.729
G1379,G4210,0.704
G1379,G4245,0.69
G1379,G4247,0.672
G1379,G4273,0.773
G1379,G4294,0.739
G1379,G4321,0.767
G1379,G4333,0.749
G1379,G4346,0.709
G1379,G4468,0.77
G1379,G4501,0.693
G1380,G1942,0.735
G1380,G2146,0.69
G1380,G2675,0.671
G1380,G2736,0.735
G1380,G2835,0.793
G1380,G2927,0.675
G1380,G3020,0.774
G1380,G3381,0.693
G1380,G3495,0.681
G1380,G3654,0.725
G1380,G4324,0.69
G1380,G4475,0.677
G1384,G1978,0.693
G1384,G2200,0.714
G1384,G4204,0.783
G1384,G4466,0.675
G1385,G3302,0.758
G1385,G3477,0.723
G1387,G1511,0.668
G1387,G1535,0.741
G1387,G1718,0.737
G1387,G1943,0.738
G1387,G1947,0.691
G1387,G2064,0.708
G1387,G2236,0.738
G1387,G2257,0.695
G1387,G2294,0.76
G1387,G2380,0.731
G1387,G2498,0.711
G1387,G2606,0.703
G1387,G2687,0.695
G1387,G2894,0.67
G1387,G3523,0.675
G1387,G3595,0.694
G1387,G3711,0.76
G1387,G4001,0.699
G1387,G4482,0.781
G1390,G1574,0.71
G1390,G2185,0.683
G1390,G3809,0.671
G1390,G4087,0.714
G1390,G4188,0.72
G1391,G1405,0.705
G1391,G1446,0.692
G1391,G1458,0.776
G1391,G1503,0.715
G1391,G1619,0.822
G1391,G1764,0.794
G1391,G1787,0.754
G1391,G1851,0.694
G1391,G1852,0.709
G1391,G1884,0.708
G1391,G1927,0.744
G1391,G1951,0.711
G1391,G1952,0.772
G1391,G1966,0.773
G1391,G1983,0.737
G1391,G2053,0.769
G1391,G2168,0.759
G1391,G2178,0.682
G1391,G2219,0.744
G1391,G2289,0.807
G1391,G2314,0.753
G1391,G2315,0.853
G1391,G2339,0.846
G1391,G2358,0.684
G1391,G2359,0.747
G1391,G2394,0.68
G1391,G2409,0.719
G1391,G2482,0.78
G1391,G2514,0.739
G1391,G2554,0.771
G1391,G2599,0.686
G1391,G2607,0.771
G1391,G2611,0.673
G1391,G2622,0.669
G1391,G2673,0.738
G1391,G2689,0.734
G1391,G2704,0.679
G1391,G2709,0.739
G1391,G2752,0.731
G1391,G2783,0.829
G1391,G2929,0.714
G1391,G2956,0.765
G1391,G2996,0.835
G1391,G3032,0.715
G1391,G3054,0.764
G1391,G3150,0.763
G1391,G3162,0.724
G1391,G3165,0.691
G1391,G3254,0.738
G1391,G3274,0.694
G1391,G3346,0.76
G1391,G3366,0.681
G1391,G3377,0.746
G1391,G3398,0.771
G1391,G3431,0.727
G1391,G3440,0.742
G1391,G3475,0.77
G1391,G3482,0.734
G1391,G3507,0.788
G1391,G3603,0.718
G1391,G3728,0.668
G1391,G3754,0.789
G1391,G3765,0.865
G1391,G3867,0.701
G1391,G3906,0.682
G1391,G4201,0.694
G1391,G4215,0.772
G1391,G4224,0.719
G1391,G4269,0.742
G1391,G4271,0.752
G1391,G4313,0.673
G1391,G4378,0.753
G1391,G4381,0.702
G1391,G4416,0.768
G1391,G4440,0.763
G1391,G4489,0.818
G1391,G4496,0.723
G1391,G4510,0.701
G1392,G2350,0.726
G1392,G2771,0.668
G1392,G2850,0.667
G1392,G3931,0.701
G1392,G3945,0.674
G1394,G1589,0.836
G1394,G1830,0.82
G1394,G1846,0.903
G1394,G2237,0.776
G1394,G2595,0.678
G1394,G2968,0.812
G1394,G3506,0.858
G1394,G3938,0.704
G1394,G4057,0.856
G1395,G1485,0.706
G1395,G1496,0.692
G1395,G1533,0.792
G1395,G1540,0.75
G1395,G1581,0.721
G1395,G1582,0.738
G1395,G1623,0.832
G1395,G1624,0.693
G1395,G1712,0.766
G1395,G1811,0.728
G1395,G1812,0.674
G1395,G1813,0.795
G1395,G1817,0.667
G1395,G1820,0.704
G1395,G1821,0.748
G1395,G1838,0.817
G1395,G1864,0.743
G1395,G1888,0.763
G1395,G1902,0.741
G1395,G1918,0.681
G1395,G1920,0.776
G1395,G1935,0.733
G1395,G1958,0.695
G1395,G1987,0.732
G1395,G1988,0.759
G1395,G1996,0.736
G1395,G2005,0.766
G1395,G2049,0.846
G1395,G2124,0.725
G1395,G2131,0.732
G1395,G2132,0.77
G1395,G2141,0.672
G1395,G2153,0.672
G1395,G2162,0.755
G1395,G2186,0.811
G1395,G2192,0.681
G1395,G2230,0.744
G1395,G2240,0.712
G1395,G2251,0.708
G1395,G2389,0.718
G1395,G2405,0.801
G1395,G2415,0.744
G1395,G2419,0.786
G1395,G2425,0.758
G1395,G2428,0.799
G1395,G2574,0.73
G1395,G2593,0.811
G1395,G2600,0.681
G1395,G2702,0.767
G1395,G2742,0.681
G1395,G2815,0.722
G1395,G2816,0.669
G1395,G2827,0.775
G1395,G2888,0.692
G1395,G2892,0.703
G1395,G2925,0.806
G1395,G2932,0.684
G1395,G2992,0.696
G1395,G2995,0.717
G1395,G2998,0.747
G1395,G3016,0.782
G1395,G3041,0.717
G1395,G3049,0.69
G1395,G3068,0.686
G1395,G3100,0.826
G1395,G3103,0.774
G1395,G3107,0.766
G1395,G3182,0.668
G1395,G3190,0.746
G1395,G3211,0.789
G1395,G3264,0.754
G1395,G3301,0.74
G1395,G3317,0.704
G1395,G3388,0.747
G1395,G3389,0.768
G1395,G3395,0.702
G1395,G3405,0.714
G1395,G3410,0.743
G1395,G3465,0.76
G1395,G3473,0.771
G1395,G3500,0.727
G1395,G3501,0.674
G1395,G3536,0.679
G1395,G3537,0.722
G1395,G3544,0.774
G1395,G3545,0.753
G1395,G3609,0.719
G1395,G3666,0.713
G1395,G3669,0.808
G1395,G3687,0.684
G1395,G3717,0.671
G1395,G3722,0.728
G1395,G3763,0.693
G1395,G3782,0.8
G1395,G3784,0.669
G1395,G3855,0.766
G1395,G3897,0.714
G1395,G3907,0.678
G1395,G3924,0.679
G1395,G3934,0.808
G1395,G3946,0.753
G1395,G3969,0.761
G1395,G3993,0.738
G1395,G4004,0.711
G1395,G4031,0.832
G1395,G4032,0.674
G1395,G4038,0.703
G1395,G4043,0.689
G1395,G4108,0.868
G1395,G4122,0.675
G1395,G4129,0.786
G1395,G4137,0.739
G1395,G4171,0.694
G1395,G4179,0.805
G1395,G4245,0.671
G1395,G4275,0.667
G1395,G4294,0.756
G1395,G4319,0.799
G1395,G4321,0.726
G1395,G4333,0.683
G1395,G4353,0.677
G1395,G4359,0.851
G1395,G4371,0.762
G1395,G4399,0.715
G1395,G4418,0.736
G1395,G4425,0.679
G1395,G4433,0.776
G1395,G4468,0.787
G1395,G4469,0.764
G1397,G1920,0.737
G1397,G1987,0.692
G1397,G2198,0.729
G1397,G2593,0.704
G1397,G2640,0.764
G1397,G2815,0.75
G1397,G3211,0.677
G1397,G3388,0.675
G1397,G3395,0.675
G1397,G3465,0.717
G1397,G3722,0.686
G1397,G3763,0.667
G1397,G3969,0.743
G1397,G4031,0.675
G1400,G2564,0.72
G1400,G2632,0.772
G1400,G3324,0.765
G1400,G3400,0.672
G1402,G1764,0.687
G1402,G1781,0.688
G1402,G1983,0.672
G1402,G2168,0.73
G1402,G2209,0.692
G1402,G2339,0.691
G1402,G2599,0.671
G1402,G2796,0.718
G1402,G3092,0.714
G1402,G3824,0.686
G1402,G4039,0.679
G1404,G1406,0.71
G1404,G1616,0.794
G1404,G1647,0.718
G1404,G1672,0.761
G1404,G1790,0.675
G1404,G1842,0.768
G1404,G1953,0.678
G1404,G1969,0.743
G1404,G2134,0.683
G1404,G2205,0.713
G1404,G2225,0.818
G1404,G2318,0.726
G1404,G2468,0.673
G1404,G2678,0.78
G1404,G2721,0.687
G1404,G2845,0.756
G1404,G2905,0.669
G1404,G3114,0.704
G1404,G3144,0.698
G1404,G3188,0.677
G1404,G3484,0.821
G1404,G3497,0.689
G1404,G3534,0.747
G1404,G3622,0.687
G1404,G3651,0.785
G1404,G3806,0.752
G1404,G3813,0.915
G1404,G4019,0.813
G1404,G4086,0.733
G1404,G4117,0.688
G1404,G4143,0.674
G1404,G4246,0.733
G1404,G4452,0.793
G1405,G1503,0.685
G1405,G1619,0.769
G1405,G1764,0.708
G1405,G1900,0.682
G1405,G1927,0.69
G1405,G1951,0.818
G1405,G1952,0.706
G1405,G1983,0.729
G1405,G2053,0.813
G1405,G2168,0.757
G1405,G2219,0.68
G1405,G2315,0.78
G1405,G2339,0.679
G1405,G2358,0.689
G1405,G2359,0.798
G1405,G2482,0.708
G1405,G2554,0.677
G1405,G2607,0.748
G1405,G2611,0.728
G1405,G2673,0.686
G1405,G2689,0.698
G1405,G2704,0.702
G1405,G2709,0.69
G1405,G2866,0.711
G1405,G2956,0.707
G1405,G2996,0.701
G1405,G3014,0.694
G1405,G3037,0.696
G1405,G3150,0.708
G1405,G3254,0.732
G1405,G3346,0.749
G1405,G3366,0.803
